,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N,D5C,D5N,D6C,D6N
0,Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil e Unidade da Federação (Código),Brasil e Unidade da Federação,Variável (Código),Variável,Trimestre (Código),Trimestre,Referência temporal (Código),Referência temporal,Tipo de rebanho bovino (Código),Tipo de rebanho bovino,Tipo de inspeção (Código),Tipo de inspeção
14272,3,Unidade da Federação,1007,Quilogramas,X,50,Mato Grosso do Sul,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,111734,Novilhos,111739,Municipal
14273,3,Unidade da Federação,1007,Quilogramas,16524695,50,Mato Grosso do Sul,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,111735,Novilhas,118225,Total
14274,3,Unidade da Federação,1007,Quilogramas,12451767,50,Mato Grosso do Sul,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,111735,Novilhas,111737,Federal
14275,3,Unidade da Federação,1007,Quilogramas,2324282,50,Mato Grosso do Sul,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,111735,Novilhas,111738,Estadual
14276,3,Unidade da Federação,1007,Quilogramas,1748646,50,Mato Grosso do Sul,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,111735,Novilhas,111739,Municipal
14277,3,Unidade da Federação,1007,Quilogramas,...,50,Mato Grosso do Sul,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,57,Vitelos e vitelas,118225,Total
14278,3,Unidade da Federação,1007,Quilogramas,...,50,Mato Grosso do Sul,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,57,Vitelos e vitelas,111737,Federal
14279,3,Unidade da Federação,1007,Quilogramas,...,50,Mato Grosso do Sul,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,57,Vitelos e vitelas,111738,Estadual
14280,3,Unidade da Federação,1007,Quilogramas,...,50,Mato Grosso do Sul,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,57,Vitelos e vitelas,111739,Municipal
14281,3,Unidade da Federação,1007,Quilogramas,93321887,50,Mato Grosso do Sul,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,992,Total,118225,Total
14282,3,Unidade da Federação,1007,Quilogramas,82219934,50,Mato Grosso do Sul,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,992,Total,111737,Federal
14283,3,Unidade da Federação,1007,Quilogramas,8236636,50,Mato Grosso do Sul,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,992,Total,111738,Estadual
14284,3,Unidade da Federação,1007,Quilogramas,2865317,50,Mato Grosso do Sul,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,992,Total,111739,Municipal
14285,3,Unidade da Federação,1007,Quilogramas,40260679,50,Mato Grosso do Sul,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,55,Bois,118225,Total
14286,3,Unidade da Federação,1007,Quilogramas,36819499,50,Mato Grosso do Sul,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,55,Bois,111737,Federal
14287,3,Unidade da Federação,1007,Quilogramas,2390876,50,Mato Grosso do Sul,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,55,Bois,111738,Estadual
14288,3,Unidade da Federação,1007,Quilogramas,1050304,50,Mato Grosso do Sul,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,55,Bois,111739,Municipal
14289,3,Unidade da Federação,1007,Quilogramas,17453251,50,Mato Grosso do Sul,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,56,Vacas,118225,Total
14290,3,Unidade da Federação,1007,Quilogramas,13963792,50,Mato Grosso do Sul,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,56,Vacas,111737,Federal
14291,3,Unidade da Federação,1007,Quilogramas,X,50,Mato Grosso do Sul,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,56,Vacas,111738,Estadual
14292,3,Unidade da Federação,1007,Quilogramas,X,50,Mato Grosso do Sul,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,56,Vacas,111739,Municipal
14293,3,Unidade da Federação,1007,Quilogramas,20379761,50,Mato Grosso do Sul,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,111734,Novilhos,118225,Total
14294,3,Unidade da Federação,1007,Quilogramas,20187684,50,Mato Grosso do Sul,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,111734,Novilhos,111737,Federal
14295,3,Unidade da Federação,1007,Quilogramas,X,50,Mato Grosso do Sul,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,111734,Novilhos,111738,Estadual
14296,3,Unidade da Federação,1007,Quilogramas,X,50,Mato Grosso do Sul,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,111734,Novilhos,111739,Municipal
14297,3,Unidade da Federação,1007,Quilogramas,15228196,50,Mato Grosso do Sul,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,111735,Novilhas,118225,Total
14298,3,Unidade da Federação,1007,Quilogramas,11248959,50,Mato Grosso do Sul,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,111735,Novilhas,111737,Federal
14299,3,Unidade da Federação,1007,Quilogramas,2723970,50,Mato Grosso do Sul,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,111735,Novilhas,111738,Estadual
14300,3,Unidade da Federação,1007,Quilogramas,1255267,50,Mato Grosso do Sul,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,111735,Novilhas,111739,Municipal
14301,3,Unidade da Federação,1007,Quilogramas,...,50,Mato Grosso do Sul,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,57,Vitelos e vitelas,118225,Total
14302,3,Unidade da Federação,1007,Quilogramas,...,50,Mato Grosso do Sul,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,57,Vitelos e vitelas,111737,Federal
14303,3,Unidade da Federação,1007,Quilogramas,...,50,Mato Grosso do Sul,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,57,Vitelos e vitelas,111738,Estadual
14304,3,Unidade da Federação,1007,Quilogramas,...,50,Mato Grosso do Sul,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,57,Vitelos e vitelas,111739,Municipal
14305,3,Unidade da Federação,2,Percentual,100.00,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,992,Total,118225,Total
14306,3,Unidade da Federação,2,Percentual,87.52,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,992,Total,111737,Federal
14307,3,Unidade da Federação,2,Percentual,8.89,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,992,Total,111738,Estadual
14308,3,Unidade da Federação,2,Percentual,3.59,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,992,Total,111739,Municipal
14309,3,Unidade da Federação,2,Percentual,42.34,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,55,Bois,118225,Total
14310,3,Unidade da Federação,2,Percentual,38.68,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,55,Bois,111737,Federal
14311,3,Unidade da Federação,2,Percentual,2.57,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,55,Bois,111738,Estadual
14312,3,Unidade da Federação,2,Percentual,1.08,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,55,Bois,111739,Municipal
14313,3,Unidade da Federação,2,Percentual,19.16,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,56,Vacas,118225,Total
14314,3,Unidade da Federação,2,Percentual,15.19,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,56,Vacas,111737,Federal
14315,3,Unidade da Federação,2,Percentual,X,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,56,Vacas,111738,Estadual
14316,3,Unidade da Federação,2,Percentual,X,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,56,Vacas,111739,Municipal
14317,3,Unidade da Federação,2,Percentual,20.12,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,111734,Novilhos,118225,Total
14318,3,Unidade da Federação,2,Percentual,19.82,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,111734,Novilhos,111737,Federal
14319,3,Unidade da Federação,2,Percentual,X,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,111734,Novilhos,111738,Estadual
14320,3,Unidade da Federação,2,Percentual,X,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,111734,Novilhos,111739,Municipal
14321,3,Unidade da Federação,2,Percentual,18.37,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,111735,Novilhas,118225,Total
14322,3,Unidade da Federação,2,Percentual,13.83,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,111735,Novilhas,111737,Federal
14323,3,Unidade da Federação,2,Percentual,2.81,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,111735,Novilhas,111738,Estadual
14324,3,Unidade da Federação,2,Percentual,1.73,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,111735,Novilhas,111739,Municipal
14325,3,Unidade da Federação,2,Percentual,...,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,57,Vitelos e vitelas,118225,Total
14326,3,Unidade da Federação,2,Percentual,...,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,57,Vitelos e vitelas,111737,Federal
14327,3,Unidade da Federação,2,Percentual,...,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,57,Vitelos e vitelas,111738,Estadual
14328,3,Unidade da Federação,2,Percentual,...,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,57,Vitelos e vitelas,111739,Municipal
14329,3,Unidade da Federação,2,Percentual,34.52,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,992,Total,118225,Total
14330,3,Unidade da Federação,2,Percentual,30.20,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,992,Total,111737,Federal
14331,3,Unidade da Federação,2,Percentual,3.02,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,992,Total,111738,Estadual
14332,3,Unidade da Federação,2,Percentual,1.29,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,992,Total,111739,Municipal
14333,3,Unidade da Federação,2,Percentual,14.18,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,55,Bois,118225,Total
14334,3,Unidade da Federação,2,Percentual,13.03,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,55,Bois,111737,Federal
14335,3,Unidade da Federação,2,Percentual,0.81,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,55,Bois,111738,Estadual
14336,3,Unidade da Federação,2,Percentual,0.35,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,55,Bois,111739,Municipal
14337,3,Unidade da Federação,2,Percentual,6.60,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,56,Vacas,118225,Total
14338,3,Unidade da Federação,2,Percentual,5.19,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,56,Vacas,111737,Federal
14339,3,Unidade da Federação,2,Percentual,X,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,56,Vacas,111738,Estadual
14340,3,Unidade da Federação,2,Percentual,X,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,56,Vacas,111739,Municipal
14341,3,Unidade da Federação,2,Percentual,6.66,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,111734,Novilhos,118225,Total
14342,3,Unidade da Federação,2,Percentual,6.59,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,111734,Novilhos,111737,Federal
14343,3,Unidade da Federação,2,Percentual,X,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,111734,Novilhos,111738,Estadual
14344,3,Unidade da Federação,2,Percentual,X,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,111734,Novilhos,111739,Municipal
14345,3,Unidade da Federação,2,Percentual,7.07,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,111735,Novilhas,118225,Total
14346,3,Unidade da Federação,2,Percentual,5.39,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,111735,Novilhas,111737,Federal
14347,3,Unidade da Federação,2,Percentual,1.01,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,111735,Novilhas,111738,Estadual
14348,3,Unidade da Federação,2,Percentual,0.66,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,111735,Novilhas,111739,Municipal
14349,3,Unidade da Federação,2,Percentual,...,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,57,Vitelos e vitelas,118225,Total
14350,3,Unidade da Federação,2,Percentual,...,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,57,Vitelos e vitelas,111737,Federal
14351,3,Unidade da Federação,2,Percentual,...,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,57,Vitelos e vitelas,111738,Estadual
14352,3,Unidade da Federação,2,Percentual,...,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,57,Vitelos e vitelas,111739,Municipal
14353,3,Unidade da Federação,2,Percentual,32.26,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,992,Total,118225,Total
14354,3,Unidade da Federação,2,Percentual,28.05,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,992,Total,111737,Federal
14355,3,Unidade da Federação,2,Percentual,2.94,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,992,Total,111738,Estadual
14356,3,Unidade da Federação,2,Percentual,1.27,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,992,Total,111739,Municipal
14357,3,Unidade da Federação,2,Percentual,13.82,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,55,Bois,118225,Total
14358,3,Unidade da Federação,2,Percentual,12.54,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,55,Bois,111737,Federal
14359,3,Unidade da Federação,2,Percentual,0.92,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,55,Bois,111738,Estadual
14360,3,Unidade da Federação,2,Percentual,0.36,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,55,Bois,111739,Municipal
14361,3,Unidade da Federação,2,Percentual,6.35,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,56,Vacas,118225,Total
14362,3,Unidade da Federação,2,Percentual,5.02,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,56,Vacas,111737,Federal
14363,3,Unidade da Federação,2,Percentual,X,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,56,Vacas,111738,Estadual
14364,3,Unidade da Federação,2,Percentual,X,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,56,Vacas,111739,Municipal
14365,3,Unidade da Federação,2,Percentual,6.21,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,111734,Novilhos,118225,Total
14366,3,Unidade da Federação,2,Percentual,6.05,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,111734,Novilhos,111737,Federal
14367,3,Unidade da Federação,2,Percentual,X,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,111734,Novilhos,111738,Estadual
14368,3,Unidade da Federação,2,Percentual,X,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,111734,Novilhos,111739,Municipal
14369,3,Unidade da Federação,2,Percentual,5.88,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,111735,Novilhas,118225,Total
14370,3,Unidade da Federação,2,Percentual,4.43,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,111735,Novilhas,111737,Federal
14371,3,Unidade da Federação,2,Percentual,0.83,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,111735,Novilhas,111738,Estadual
14372,3,Unidade da Federação,2,Percentual,0.62,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,111735,Novilhas,111739,Municipal
14373,3,Unidade da Federação,2,Percentual,...,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,57,Vitelos e vitelas,118225,Total
14374,3,Unidade da Federação,2,Percentual,...,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,57,Vitelos e vitelas,111737,Federal
14375,3,Unidade da Federação,2,Percentual,...,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,57,Vitelos e vitelas,111738,Estadual
14376,3,Unidade da Federação,2,Percentual,...,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,57,Vitelos e vitelas,111739,Municipal
14377,3,Unidade da Federação,2,Percentual,33.22,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,992,Total,118225,Total
14378,3,Unidade da Federação,2,Percentual,29.27,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,992,Total,111737,Federal
14379,3,Unidade da Federação,2,Percentual,2.93,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,992,Total,111738,Estadual
14380,3,Unidade da Federação,2,Percentual,1.02,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,992,Total,111739,Municipal
14381,3,Unidade da Federação,2,Percentual,14.33,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,55,Bois,118225,Total
14382,3,Unidade da Federação,2,Percentual,13.11,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,55,Bois,111737,Federal
14383,3,Unidade da Federação,2,Percentual,0.85,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,55,Bois,111738,Estadual
14384,3,Unidade da Federação,2,Percentual,0.37,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,55,Bois,111739,Municipal
14385,3,Unidade da Federação,2,Percentual,6.21,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,56,Vacas,118225,Total
14386,3,Unidade da Federação,2,Percentual,4.97,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,56,Vacas,111737,Federal
14387,3,Unidade da Federação,2,Percentual,X,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,56,Vacas,111738,Estadual
14388,3,Unidade da Federação,2,Percentual,X,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,56,Vacas,111739,Municipal
14389,3,Unidade da Federação,2,Percentual,7.26,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111734,Novilhos,118225,Total
14390,3,Unidade da Federação,2,Percentual,7.19,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111734,Novilhos,111737,Federal
14391,3,Unidade da Federação,2,Percentual,X,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111734,Novilhos,111738,Estadual
14392,3,Unidade da Federação,2,Percentual,X,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111734,Novilhos,111739,Municipal
14393,3,Unidade da Federação,2,Percentual,5.42,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111735,Novilhas,118225,Total
14394,3,Unidade da Federação,2,Percentual,4.00,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111735,Novilhas,111737,Federal
14395,3,Unidade da Federação,2,Percentual,0.97,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111735,Novilhas,111738,Estadual
14396,3,Unidade da Federação,2,Percentual,0.45,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111735,Novilhas,111739,Municipal
14397,3,Unidade da Federação,2,Percentual,...,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,57,Vitelos e vitelas,118225,Total
14398,3,Unidade da Federação,2,Percentual,...,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,57,Vitelos e vitelas,111737,Federal
14399,3,Unidade da Federação,2,Percentual,...,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,57,Vitelos e vitelas,111738,Estadual
14400,3,Unidade da Federação,2,Percentual,...,50,Mato Grosso do Sul,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,57,Vitelos e vitelas,111739,Municipal
14401,3,Unidade da Federação,1020,Unidades,66,51,Mato Grosso,151,Número de informantes,202503,3º trimestre 2025,115236,Total do trimestre,992,Total,118225,Total
14402,3,Unidade da Federação,1020,Unidades,32,51,Mato Grosso,151,Número de informantes,202503,3º trimestre 2025,115236,Total do trimestre,992,Total,111737,Federal
14403,3,Unidade da Federação,1020,Unidades,15,51,Mato Grosso,151,Número de informantes,202503,3º trimestre 2025,115236,Total do trimestre,992,Total,111738,Estadual
14404,3,Unidade da Federação,1020,Unidades,19,51,Mato Grosso,151,Número de informantes,202503,3º trimestre 2025,115236,Total do trimestre,992,Total,111739,Municipal
14405,3,Unidade da Federação,1020,Unidades,57,51,Mato Grosso,151,Número de informantes,202503,3º trimestre 2025,115236,Total do trimestre,55,Bois,118225,Total
14406,3,Unidade da Federação,1020,Unidades,32,51,Mato Grosso,151,Número de informantes,202503,3º trimestre 2025,115236,Total do trimestre,55,Bois,111737,Federal
14407,3,Unidade da Federação,1020,Unidades,12,51,Mato Grosso,151,Número de informantes,202503,3º trimestre 2025,115236,Total do trimestre,55,Bois,111738,Estadual
14408,3,Unidade da Federação,1020,Unidades,13,51,Mato Grosso,151,Número de informantes,202503,3º trimestre 2025,115236,Total do trimestre,55,Bois,111739,Municipal
14409,3,Unidade da Federação,1020,Unidades,64,51,Mato Grosso,151,Número de informantes,202503,3º trimestre 2025,115236,Total do trimestre,56,Vacas,118225,Total
14410,3,Unidade da Federação,1020,Unidades,30,51,Mato Grosso,151,Número de informantes,202503,3º trimestre 2025,115236,Total do trimestre,56,Vacas,111737,Federal
14411,3,Unidade da Federação,1020,Unidades,15,51,Mato Grosso,151,Número de informantes,202503,3º trimestre 2025,115236,Total do trimestre,56,Vacas,111738,Estadual
14412,3,Unidade da Federação,1020,Unidades,19,51,Mato Grosso,151,Número de informantes,202503,3º trimestre 2025,115236,Total do trimestre,56,Vacas,111739,Municipal
14413,3,Unidade da Federação,1020,Unidades,8,51,Mato Grosso,151,Número de informantes,202503,3º trimestre 2025,115236,Total do trimestre,111734,Novilhos,118225,Total
14414,3,Unidade da Federação,1020,Unidades,4,51,Mato Grosso,151,Número de informantes,202503,3º trimestre 2025,115236,Total do trimestre,111734,Novilhos,111737,Federal
14415,3,Unidade da Federação,1020,Unidades,3,51,Mato Grosso,151,Número de informantes,202503,3º trimestre 2025,115236,Total do trimestre,111734,Novilhos,111738,Estadual
