,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N,D5C,D5N,D6C,D6N
0,Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil e Unidade da Federação (Código),Brasil e Unidade da Federação,Variável (Código),Variável,Trimestre (Código),Trimestre,Referência temporal (Código),Referência temporal,Tipo de rebanho bovino (Código),Tipo de rebanho bovino,Tipo de inspeção (Código),Tipo de inspeção
3216,3,Unidade da Federação,2,Percentual,...,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,57,Vitelos e vitelas,111739,Municipal
3217,3,Unidade da Federação,2,Percentual,32.62,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,992,Total,118225,Total
3218,3,Unidade da Federação,2,Percentual,25.47,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,992,Total,111737,Federal
3219,3,Unidade da Federação,2,Percentual,5.51,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,992,Total,111738,Estadual
3220,3,Unidade da Federação,2,Percentual,1.64,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,992,Total,111739,Municipal
3221,3,Unidade da Federação,2,Percentual,15.01,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,55,Bois,118225,Total
3222,3,Unidade da Federação,2,Percentual,14.07,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,55,Bois,111737,Federal
3223,3,Unidade da Federação,2,Percentual,X,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,55,Bois,111738,Estadual
3224,3,Unidade da Federação,2,Percentual,X,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,55,Bois,111739,Municipal
3225,3,Unidade da Federação,2,Percentual,14.13,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,56,Vacas,118225,Total
3226,3,Unidade da Federação,2,Percentual,8.14,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,56,Vacas,111737,Federal
3227,3,Unidade da Federação,2,Percentual,4.75,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,56,Vacas,111738,Estadual
3228,3,Unidade da Federação,2,Percentual,1.24,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,56,Vacas,111739,Municipal
3229,3,Unidade da Federação,2,Percentual,0.03,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,111734,Novilhos,118225,Total
3230,3,Unidade da Federação,2,Percentual,-,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,111734,Novilhos,111737,Federal
3231,3,Unidade da Federação,2,Percentual,-,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,111734,Novilhos,111738,Estadual
3232,3,Unidade da Federação,2,Percentual,0.03,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,111734,Novilhos,111739,Municipal
3233,3,Unidade da Federação,2,Percentual,3.44,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,111735,Novilhas,118225,Total
3234,3,Unidade da Federação,2,Percentual,3.26,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,111735,Novilhas,111737,Federal
3235,3,Unidade da Federação,2,Percentual,X,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,111735,Novilhas,111738,Estadual
3236,3,Unidade da Federação,2,Percentual,X,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,111735,Novilhas,111739,Municipal
3237,3,Unidade da Federação,2,Percentual,...,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,57,Vitelos e vitelas,118225,Total
3238,3,Unidade da Federação,2,Percentual,...,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,57,Vitelos e vitelas,111737,Federal
3239,3,Unidade da Federação,2,Percentual,...,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,57,Vitelos e vitelas,111738,Estadual
3240,3,Unidade da Federação,2,Percentual,...,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,57,Vitelos e vitelas,111739,Municipal
3241,3,Unidade da Federação,2,Percentual,33.09,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,992,Total,118225,Total
3242,3,Unidade da Federação,2,Percentual,26.14,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,992,Total,111737,Federal
3243,3,Unidade da Federação,2,Percentual,5.32,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,992,Total,111738,Estadual
3244,3,Unidade da Federação,2,Percentual,1.62,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,992,Total,111739,Municipal
3245,3,Unidade da Federação,2,Percentual,15.99,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,55,Bois,118225,Total
3246,3,Unidade da Federação,2,Percentual,15.06,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,55,Bois,111737,Federal
3247,3,Unidade da Federação,2,Percentual,X,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,55,Bois,111738,Estadual
3248,3,Unidade da Federação,2,Percentual,X,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,55,Bois,111739,Municipal
3249,3,Unidade da Federação,2,Percentual,13.85,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,56,Vacas,118225,Total
3250,3,Unidade da Federação,2,Percentual,8.04,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,56,Vacas,111737,Federal
3251,3,Unidade da Federação,2,Percentual,4.57,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,56,Vacas,111738,Estadual
3252,3,Unidade da Federação,2,Percentual,1.24,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,56,Vacas,111739,Municipal
3253,3,Unidade da Federação,2,Percentual,0.04,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111734,Novilhos,118225,Total
3254,3,Unidade da Federação,2,Percentual,-,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111734,Novilhos,111737,Federal
3255,3,Unidade da Federação,2,Percentual,-,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111734,Novilhos,111738,Estadual
3256,3,Unidade da Federação,2,Percentual,0.04,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111734,Novilhos,111739,Municipal
3257,3,Unidade da Federação,2,Percentual,3.21,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111735,Novilhas,118225,Total
3258,3,Unidade da Federação,2,Percentual,3.04,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111735,Novilhas,111737,Federal
3259,3,Unidade da Federação,2,Percentual,X,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111735,Novilhas,111738,Estadual
3260,3,Unidade da Federação,2,Percentual,X,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,111735,Novilhas,111739,Municipal
3261,3,Unidade da Federação,2,Percentual,...,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,57,Vitelos e vitelas,118225,Total
3262,3,Unidade da Federação,2,Percentual,...,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,57,Vitelos e vitelas,111737,Federal
3263,3,Unidade da Federação,2,Percentual,...,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,57,Vitelos e vitelas,111738,Estadual
3264,3,Unidade da Federação,2,Percentual,...,15,Pará,1000284,Animais abatidos - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,57,Vitelos e vitelas,111739,Municipal
3265,3,Unidade da Federação,1007,Quilogramas,257881220,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,992,Total,118225,Total
3266,3,Unidade da Federação,1007,Quilogramas,211424981,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,992,Total,111737,Federal
3267,3,Unidade da Federação,1007,Quilogramas,35291594,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,992,Total,111738,Estadual
3268,3,Unidade da Federação,1007,Quilogramas,11164645,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,992,Total,111739,Municipal
3269,3,Unidade da Federação,1007,Quilogramas,143136715,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,55,Bois,118225,Total
3270,3,Unidade da Federação,1007,Quilogramas,136238276,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,55,Bois,111737,Federal
3271,3,Unidade da Federação,1007,Quilogramas,X,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,55,Bois,111738,Estadual
3272,3,Unidade da Federação,1007,Quilogramas,X,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,55,Bois,111739,Municipal
3273,3,Unidade da Federação,1007,Quilogramas,93912227,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,56,Vacas,118225,Total
3274,3,Unidade da Federação,1007,Quilogramas,55532136,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,56,Vacas,111737,Federal
3275,3,Unidade da Federação,1007,Quilogramas,29925966,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,56,Vacas,111738,Estadual
3276,3,Unidade da Federação,1007,Quilogramas,8454125,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,56,Vacas,111739,Municipal
3277,3,Unidade da Federação,1007,Quilogramas,219255,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,111734,Novilhos,118225,Total
3278,3,Unidade da Federação,1007,Quilogramas,-,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,111734,Novilhos,111737,Federal
3279,3,Unidade da Federação,1007,Quilogramas,-,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,111734,Novilhos,111738,Estadual
3280,3,Unidade da Federação,1007,Quilogramas,219255,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,111734,Novilhos,111739,Municipal
3281,3,Unidade da Federação,1007,Quilogramas,20613023,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,111735,Novilhas,118225,Total
3282,3,Unidade da Federação,1007,Quilogramas,19654569,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,111735,Novilhas,111737,Federal
3283,3,Unidade da Federação,1007,Quilogramas,X,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,111735,Novilhas,111738,Estadual
3284,3,Unidade da Federação,1007,Quilogramas,X,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,111735,Novilhas,111739,Municipal
3285,3,Unidade da Federação,1007,Quilogramas,...,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,57,Vitelos e vitelas,118225,Total
3286,3,Unidade da Federação,1007,Quilogramas,...,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,57,Vitelos e vitelas,111737,Federal
3287,3,Unidade da Federação,1007,Quilogramas,...,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,57,Vitelos e vitelas,111738,Estadual
3288,3,Unidade da Federação,1007,Quilogramas,...,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115236,Total do trimestre,57,Vitelos e vitelas,111739,Municipal
3289,3,Unidade da Federação,1007,Quilogramas,87667288,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,992,Total,118225,Total
3290,3,Unidade da Federação,1007,Quilogramas,72141674,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,992,Total,111737,Federal
3291,3,Unidade da Federação,1007,Quilogramas,11539927,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,992,Total,111738,Estadual
3292,3,Unidade da Federação,1007,Quilogramas,3985687,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,992,Total,111739,Municipal
3293,3,Unidade da Federação,1007,Quilogramas,47348324,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,55,Bois,118225,Total
3294,3,Unidade da Federação,1007,Quilogramas,45055550,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,55,Bois,111737,Federal
3295,3,Unidade da Federação,1007,Quilogramas,X,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,55,Bois,111738,Estadual
3296,3,Unidade da Federação,1007,Quilogramas,X,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,55,Bois,111739,Municipal
3297,3,Unidade da Federação,1007,Quilogramas,33105956,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,56,Vacas,118225,Total
3298,3,Unidade da Federação,1007,Quilogramas,20236560,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,56,Vacas,111737,Federal
3299,3,Unidade da Federação,1007,Quilogramas,9788198,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,56,Vacas,111738,Estadual
3300,3,Unidade da Federação,1007,Quilogramas,3081198,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,56,Vacas,111739,Municipal
3301,3,Unidade da Federação,1007,Quilogramas,78755,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,111734,Novilhos,118225,Total
3302,3,Unidade da Federação,1007,Quilogramas,-,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,111734,Novilhos,111737,Federal
3303,3,Unidade da Federação,1007,Quilogramas,-,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,111734,Novilhos,111738,Estadual
3304,3,Unidade da Federação,1007,Quilogramas,78755,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,111734,Novilhos,111739,Municipal
3305,3,Unidade da Federação,1007,Quilogramas,7134253,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,111735,Novilhas,118225,Total
3306,3,Unidade da Federação,1007,Quilogramas,6849564,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,111735,Novilhas,111737,Federal
3307,3,Unidade da Federação,1007,Quilogramas,X,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,111735,Novilhas,111738,Estadual
3308,3,Unidade da Federação,1007,Quilogramas,X,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,111735,Novilhas,111739,Municipal
3309,3,Unidade da Federação,1007,Quilogramas,...,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,57,Vitelos e vitelas,118225,Total
3310,3,Unidade da Federação,1007,Quilogramas,...,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,57,Vitelos e vitelas,111737,Federal
3311,3,Unidade da Federação,1007,Quilogramas,...,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,57,Vitelos e vitelas,111738,Estadual
3312,3,Unidade da Federação,1007,Quilogramas,...,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115233,No 1º mês,57,Vitelos e vitelas,111739,Municipal
3313,3,Unidade da Federação,1007,Quilogramas,84041047,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,992,Total,118225,Total
3314,3,Unidade da Federação,1007,Quilogramas,68367176,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,992,Total,111737,Federal
3315,3,Unidade da Federação,1007,Quilogramas,12022462,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,992,Total,111738,Estadual
3316,3,Unidade da Federação,1007,Quilogramas,3651409,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,992,Total,111739,Municipal
3317,3,Unidade da Federação,1007,Quilogramas,46243802,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,55,Bois,118225,Total
3318,3,Unidade da Federação,1007,Quilogramas,43916804,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,55,Bois,111737,Federal
3319,3,Unidade da Federação,1007,Quilogramas,X,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,55,Bois,111738,Estadual
3320,3,Unidade da Federação,1007,Quilogramas,X,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,55,Bois,111739,Municipal
3321,3,Unidade da Federação,1007,Quilogramas,30734465,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,56,Vacas,118225,Total
3322,3,Unidade da Federação,1007,Quilogramas,17793381,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,56,Vacas,111737,Federal
3323,3,Unidade da Federação,1007,Quilogramas,10225998,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,56,Vacas,111738,Estadual
3324,3,Unidade da Federação,1007,Quilogramas,2715086,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,56,Vacas,111739,Municipal
3325,3,Unidade da Federação,1007,Quilogramas,63967,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,111734,Novilhos,118225,Total
3326,3,Unidade da Federação,1007,Quilogramas,-,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,111734,Novilhos,111737,Federal
3327,3,Unidade da Federação,1007,Quilogramas,-,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,111734,Novilhos,111738,Estadual
3328,3,Unidade da Federação,1007,Quilogramas,63967,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,111734,Novilhos,111739,Municipal
3329,3,Unidade da Federação,1007,Quilogramas,6998813,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,111735,Novilhas,118225,Total
3330,3,Unidade da Federação,1007,Quilogramas,6656991,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,111735,Novilhas,111737,Federal
3331,3,Unidade da Federação,1007,Quilogramas,X,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,111735,Novilhas,111738,Estadual
3332,3,Unidade da Federação,1007,Quilogramas,X,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,111735,Novilhas,111739,Municipal
3333,3,Unidade da Federação,1007,Quilogramas,...,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,57,Vitelos e vitelas,118225,Total
3334,3,Unidade da Federação,1007,Quilogramas,...,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,57,Vitelos e vitelas,111737,Federal
3335,3,Unidade da Federação,1007,Quilogramas,...,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,57,Vitelos e vitelas,111738,Estadual
3336,3,Unidade da Federação,1007,Quilogramas,...,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115234,No 2º mês,57,Vitelos e vitelas,111739,Municipal
3337,3,Unidade da Federação,1007,Quilogramas,86172885,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,992,Total,118225,Total
3338,3,Unidade da Federação,1007,Quilogramas,70916131,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,992,Total,111737,Federal
3339,3,Unidade da Federação,1007,Quilogramas,11729205,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,992,Total,111738,Estadual
3340,3,Unidade da Federação,1007,Quilogramas,3527549,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,992,Total,111739,Municipal
3341,3,Unidade da Federação,1007,Quilogramas,49544589,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,55,Bois,118225,Total
3342,3,Unidade da Federação,1007,Quilogramas,47265922,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,55,Bois,111737,Federal
3343,3,Unidade da Federação,1007,Quilogramas,X,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,55,Bois,111738,Estadual
3344,3,Unidade da Federação,1007,Quilogramas,X,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,55,Bois,111739,Municipal
3345,3,Unidade da Federação,1007,Quilogramas,30071806,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,56,Vacas,118225,Total
3346,3,Unidade da Federação,1007,Quilogramas,17502195,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,56,Vacas,111737,Federal
3347,3,Unidade da Federação,1007,Quilogramas,9911770,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,56,Vacas,111738,Estadual
3348,3,Unidade da Federação,1007,Quilogramas,2657841,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,56,Vacas,111739,Municipal
3349,3,Unidade da Federação,1007,Quilogramas,76533,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,111734,Novilhos,118225,Total
3350,3,Unidade da Federação,1007,Quilogramas,-,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,111734,Novilhos,111737,Federal
3351,3,Unidade da Federação,1007,Quilogramas,-,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,111734,Novilhos,111738,Estadual
3352,3,Unidade da Federação,1007,Quilogramas,76533,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,111734,Novilhos,111739,Municipal
3353,3,Unidade da Federação,1007,Quilogramas,6479957,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,111735,Novilhas,118225,Total
3354,3,Unidade da Federação,1007,Quilogramas,6148014,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,111735,Novilhas,111737,Federal
3355,3,Unidade da Federação,1007,Quilogramas,X,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,111735,Novilhas,111738,Estadual
3356,3,Unidade da Federação,1007,Quilogramas,X,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,111735,Novilhas,111739,Municipal
3357,3,Unidade da Federação,1007,Quilogramas,...,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,57,Vitelos e vitelas,118225,Total
3358,3,Unidade da Federação,1007,Quilogramas,...,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,57,Vitelos e vitelas,111737,Federal
3359,3,Unidade da Federação,1007,Quilogramas,...,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,57,Vitelos e vitelas,111738,Estadual
3360,3,Unidade da Federação,1007,Quilogramas,...,15,Pará,285,Peso total das carcaças,202503,3º trimestre 2025,115235,No 3º mês,57,Vitelos e vitelas,111739,Municipal
3361,3,Unidade da Federação,2,Percentual,100.00,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,992,Total,118225,Total
3362,3,Unidade da Federação,2,Percentual,81.99,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,992,Total,111737,Federal
3363,3,Unidade da Federação,2,Percentual,13.69,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,992,Total,111738,Estadual
3364,3,Unidade da Federação,2,Percentual,4.33,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,992,Total,111739,Municipal
3365,3,Unidade da Federação,2,Percentual,55.50,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,55,Bois,118225,Total
3366,3,Unidade da Federação,2,Percentual,52.83,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,55,Bois,111737,Federal
3367,3,Unidade da Federação,2,Percentual,X,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,55,Bois,111738,Estadual
3368,3,Unidade da Federação,2,Percentual,X,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,55,Bois,111739,Municipal
3369,3,Unidade da Federação,2,Percentual,36.42,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,56,Vacas,118225,Total
3370,3,Unidade da Federação,2,Percentual,21.53,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,56,Vacas,111737,Federal
3371,3,Unidade da Federação,2,Percentual,11.60,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,56,Vacas,111738,Estadual
3372,3,Unidade da Federação,2,Percentual,3.28,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,56,Vacas,111739,Municipal
3373,3,Unidade da Federação,2,Percentual,0.09,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,111734,Novilhos,118225,Total
3374,3,Unidade da Federação,2,Percentual,-,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,111734,Novilhos,111737,Federal
3375,3,Unidade da Federação,2,Percentual,-,15,Pará,1000285,Peso total das carcaças - percentual do total geral,202503,3º trimestre 2025,115236,Total do trimestre,111734,Novilhos,111738,Estadual
