,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N,D5C,D5N
28,1,Brasil,1006,Hectares,9265181,1,Brasil,109,Área plantada,202511,novembro 2025,58756,Safra 2024,39456,11 Cana-de-açúcar
29,1,Brasil,1006,Hectares,451424,1,Brasil,109,Área plantada,202511,novembro 2025,58756,Safra 2024,39457,12 Castanha-de-caju
30,1,Brasil,1006,Hectares,330953,1,Brasil,109,Área plantada,202511,novembro 2025,58756,Safra 2024,39460,15 Fumo
31,1,Brasil,1006,Hectares,-,1,Brasil,109,Área plantada,202511,novembro 2025,58756,Safra 2024,39462,17 Juta
32,1,Brasil,1006,Hectares,548365,1,Brasil,109,Área plantada,202511,novembro 2025,58756,Safra 2024,39463,18 Laranja
33,1,Brasil,1006,Hectares,1258715,1,Brasil,109,Área plantada,202511,novembro 2025,58756,Safra 2024,39467,21 Mandioca
34,1,Brasil,1006,Hectares,62372,1,Brasil,109,Área plantada,202511,novembro 2025,58756,Safra 2024,39470,24 Tomate
35,1,Brasil,1006,Hectares,82902,1,Brasil,109,Área plantada,202511,novembro 2025,58756,Safra 2024,39471,25 Uva
36,1,Brasil,1006,Hectares,97590700,1,Brasil,109,Área plantada,202511,novembro 2025,3009,Safra 2025,0,Total
37,1,Brasil,1006,Hectares,82075160,1,Brasil,109,Área plantada,202511,novembro 2025,3009,Safra 2025,39428,"1 Cereais, leguminosas e oleaginosas"
38,1,Brasil,1006,Hectares,2145429,1,Brasil,109,Área plantada,202511,novembro 2025,3009,Safra 2025,39429,1.1 Algodão herbáceo
39,1,Brasil,1006,Hectares,338255,1,Brasil,109,Área plantada,202511,novembro 2025,3009,Safra 2025,39430,1.2 Amendoim (1ª Safra)
40,1,Brasil,1006,Hectares,15062,1,Brasil,109,Área plantada,202511,novembro 2025,3009,Safra 2025,39431,1.3 Amendoim (2ª Safra)
41,1,Brasil,1006,Hectares,1753028,1,Brasil,109,Área plantada,202511,novembro 2025,3009,Safra 2025,39432,1.4 Arroz
42,1,Brasil,1006,Hectares,595935,1,Brasil,109,Área plantada,202511,novembro 2025,3009,Safra 2025,39433,1.5 Aveia
43,1,Brasil,1006,Hectares,5250,1,Brasil,109,Área plantada,202511,novembro 2025,3009,Safra 2025,39434,1.7 Centeio
44,1,Brasil,1006,Hectares,138065,1,Brasil,109,Área plantada,202511,novembro 2025,3009,Safra 2025,39435,1.8 Cevada
45,1,Brasil,1006,Hectares,1298094,1,Brasil,109,Área plantada,202511,novembro 2025,3009,Safra 2025,39436,1.9 Feijão (1ª Safra)
46,1,Brasil,1006,Hectares,1126179,1,Brasil,109,Área plantada,202511,novembro 2025,3009,Safra 2025,39437,1.10 Feijão (2ª Safra)
47,1,Brasil,1006,Hectares,282696,1,Brasil,109,Área plantada,202511,novembro 2025,3009,Safra 2025,39438,1.11 Feijão (3ª Safra)
48,1,Brasil,1006,Hectares,62061,1,Brasil,109,Área plantada,202511,novembro 2025,3009,Safra 2025,39439,1.13 Girassol
49,1,Brasil,1006,Hectares,53513,1,Brasil,109,Área plantada,202511,novembro 2025,3009,Safra 2025,39440,1.14 Mamona
50,1,Brasil,1006,Hectares,4647607,1,Brasil,109,Área plantada,202511,novembro 2025,3009,Safra 2025,39441,1.15 Milho (1ª Safra)
51,1,Brasil,1006,Hectares,17876968,1,Brasil,109,Área plantada,202511,novembro 2025,3009,Safra 2025,39442,1.16 Milho (2ª Safra)
52,1,Brasil,1006,Hectares,47770192,1,Brasil,109,Área plantada,202511,novembro 2025,3009,Safra 2025,39443,1.17 Soja
53,1,Brasil,1006,Hectares,1546527,1,Brasil,109,Área plantada,202511,novembro 2025,3009,Safra 2025,39444,1.18 Sorgo
54,1,Brasil,1006,Hectares,2405576,1,Brasil,109,Área plantada,202511,novembro 2025,3009,Safra 2025,39445,1.19 Trigo
55,1,Brasil,1006,Hectares,14723,1,Brasil,109,Área plantada,202511,novembro 2025,3009,Safra 2025,39446,1.20 Triticale
56,1,Brasil,1006,Hectares,477038,1,Brasil,109,Área plantada,202511,novembro 2025,3009,Safra 2025,39449,4 Banana
57,1,Brasil,1006,Hectares,60181,1,Brasil,109,Área plantada,202511,novembro 2025,3009,Safra 2025,39450,5 Batata - inglesa (1ª Safra)
58,1,Brasil,1006,Hectares,45449,1,Brasil,109,Área plantada,202511,novembro 2025,3009,Safra 2025,39451,6 Batata - inglesa (2ª Safra)
59,1,Brasil,1006,Hectares,26451,1,Brasil,109,Área plantada,202511,novembro 2025,3009,Safra 2025,39452,7 Batata - inglesa (3ª Safra)
60,1,Brasil,1006,Hectares,643819,1,Brasil,109,Área plantada,202511,novembro 2025,3009,Safra 2025,39453,8 Cacau
61,1,Brasil,1006,Hectares,1538059,1,Brasil,109,Área plantada,202511,novembro 2025,3009,Safra 2025,39454,9 Café arábica
62,1,Brasil,1006,Hectares,419227,1,Brasil,109,Área plantada,202511,novembro 2025,3009,Safra 2025,39455,10 Café canephora
63,1,Brasil,1006,Hectares,9430801,1,Brasil,109,Área plantada,202511,novembro 2025,3009,Safra 2025,39456,11 Cana-de-açúcar
64,1,Brasil,1006,Hectares,474439,1,Brasil,109,Área plantada,202511,novembro 2025,3009,Safra 2025,39457,12 Castanha-de-caju
65,1,Brasil,1006,Hectares,359821,1,Brasil,109,Área plantada,202511,novembro 2025,3009,Safra 2025,39460,15 Fumo
66,1,Brasil,1006,Hectares,-,1,Brasil,109,Área plantada,202511,novembro 2025,3009,Safra 2025,39462,17 Juta
67,1,Brasil,1006,Hectares,552812,1,Brasil,109,Área plantada,202511,novembro 2025,3009,Safra 2025,39463,18 Laranja
68,1,Brasil,1006,Hectares,1339398,1,Brasil,109,Área plantada,202511,novembro 2025,3009,Safra 2025,39467,21 Mandioca
69,1,Brasil,1006,Hectares,64065,1,Brasil,109,Área plantada,202511,novembro 2025,3009,Safra 2025,39470,24 Tomate
70,1,Brasil,1006,Hectares,83980,1,Brasil,109,Área plantada,202511,novembro 2025,3009,Safra 2025,39471,25 Uva
71,1,Brasil,1006,Hectares,94135419,1,Brasil,216,Área colhida,202511,novembro 2025,58756,Safra 2024,0,Total
72,1,Brasil,1006,Hectares,79049440,1,Brasil,216,Área colhida,202511,novembro 2025,58756,Safra 2024,39428,"1 Cereais, leguminosas e oleaginosas"
73,1,Brasil,1006,Hectares,2027769,1,Brasil,216,Área colhida,202511,novembro 2025,58756,Safra 2024,39429,1.1 Algodão herbáceo
74,1,Brasil,1006,Hectares,269219,1,Brasil,216,Área colhida,202511,novembro 2025,58756,Safra 2024,39430,1.2 Amendoim (1ª Safra)
75,1,Brasil,1006,Hectares,8337,1,Brasil,216,Área colhida,202511,novembro 2025,58756,Safra 2024,39431,1.3 Amendoim (2ª Safra)
76,1,Brasil,1006,Hectares,1573503,1,Brasil,216,Área colhida,202511,novembro 2025,58756,Safra 2024,39432,1.4 Arroz
77,1,Brasil,1006,Hectares,513979,1,Brasil,216,Área colhida,202511,novembro 2025,58756,Safra 2024,39433,1.5 Aveia
78,1,Brasil,1006,Hectares,3925,1,Brasil,216,Área colhida,202511,novembro 2025,58756,Safra 2024,39434,1.7 Centeio
79,1,Brasil,1006,Hectares,117353,1,Brasil,216,Área colhida,202511,novembro 2025,58756,Safra 2024,39435,1.8 Cevada
80,1,Brasil,1006,Hectares,1250982,1,Brasil,216,Área colhida,202511,novembro 2025,58756,Safra 2024,39436,1.9 Feijão (1ª Safra)
81,1,Brasil,1006,Hectares,1193804,1,Brasil,216,Área colhida,202511,novembro 2025,58756,Safra 2024,39437,1.10 Feijão (2ª Safra)
82,1,Brasil,1006,Hectares,287873,1,Brasil,216,Área colhida,202511,novembro 2025,58756,Safra 2024,39438,1.11 Feijão (3ª Safra)
83,1,Brasil,1006,Hectares,59083,1,Brasil,216,Área colhida,202511,novembro 2025,58756,Safra 2024,39439,1.13 Girassol
84,1,Brasil,1006,Hectares,52565,1,Brasil,216,Área colhida,202511,novembro 2025,58756,Safra 2024,39440,1.14 Mamona
85,1,Brasil,1006,Hectares,4676634,1,Brasil,216,Área colhida,202511,novembro 2025,58756,Safra 2024,39441,1.15 Milho (1ª Safra)
86,1,Brasil,1006,Hectares,16674590,1,Brasil,216,Área colhida,202511,novembro 2025,58756,Safra 2024,39442,1.16 Milho (2ª Safra)
87,1,Brasil,1006,Hectares,46036036,1,Brasil,216,Área colhida,202511,novembro 2025,58756,Safra 2024,39443,1.17 Soja
88,1,Brasil,1006,Hectares,1330201,1,Brasil,216,Área colhida,202511,novembro 2025,58756,Safra 2024,39444,1.18 Sorgo
89,1,Brasil,1006,Hectares,2956080,1,Brasil,216,Área colhida,202511,novembro 2025,58756,Safra 2024,39445,1.19 Trigo
90,1,Brasil,1006,Hectares,17507,1,Brasil,216,Área colhida,202511,novembro 2025,58756,Safra 2024,39446,1.20 Triticale
91,1,Brasil,1006,Hectares,461153,1,Brasil,216,Área colhida,202511,novembro 2025,58756,Safra 2024,39449,4 Banana
92,1,Brasil,1006,Hectares,58655,1,Brasil,216,Área colhida,202511,novembro 2025,58756,Safra 2024,39450,5 Batata - inglesa (1ª Safra)
93,1,Brasil,1006,Hectares,46186,1,Brasil,216,Área colhida,202511,novembro 2025,58756,Safra 2024,39451,6 Batata - inglesa (2ª Safra)
94,1,Brasil,1006,Hectares,33389,1,Brasil,216,Área colhida,202511,novembro 2025,58756,Safra 2024,39452,7 Batata - inglesa (3ª Safra)
95,1,Brasil,1006,Hectares,632466,1,Brasil,216,Área colhida,202511,novembro 2025,58756,Safra 2024,39453,8 Cacau
96,1,Brasil,1006,Hectares,1549490,1,Brasil,216,Área colhida,202511,novembro 2025,58756,Safra 2024,39454,9 Café arábica
97,1,Brasil,1006,Hectares,405646,1,Brasil,216,Área colhida,202511,novembro 2025,58756,Safra 2024,39455,10 Café canephora
98,1,Brasil,1006,Hectares,9219524,1,Brasil,216,Área colhida,202511,novembro 2025,58756,Safra 2024,39456,11 Cana-de-açúcar
99,1,Brasil,1006,Hectares,450054,1,Brasil,216,Área colhida,202511,novembro 2025,58756,Safra 2024,39457,12 Castanha-de-caju
100,1,Brasil,1006,Hectares,329677,1,Brasil,216,Área colhida,202511,novembro 2025,58756,Safra 2024,39460,15 Fumo
101,1,Brasil,1006,Hectares,-,1,Brasil,216,Área colhida,202511,novembro 2025,58756,Safra 2024,39462,17 Juta
102,1,Brasil,1006,Hectares,524086,1,Brasil,216,Área colhida,202511,novembro 2025,58756,Safra 2024,39463,18 Laranja
103,1,Brasil,1006,Hectares,1231516,1,Brasil,216,Área colhida,202511,novembro 2025,58756,Safra 2024,39467,21 Mandioca
104,1,Brasil,1006,Hectares,61686,1,Brasil,216,Área colhida,202511,novembro 2025,58756,Safra 2024,39470,24 Tomate
105,1,Brasil,1006,Hectares,82451,1,Brasil,216,Área colhida,202511,novembro 2025,58756,Safra 2024,39471,25 Uva
106,1,Brasil,1006,Hectares,96936308,1,Brasil,216,Área colhida,202511,novembro 2025,3009,Safra 2025,0,Total
107,1,Brasil,1006,Hectares,81531209,1,Brasil,216,Área colhida,202511,novembro 2025,3009,Safra 2025,39428,"1 Cereais, leguminosas e oleaginosas"
108,1,Brasil,1006,Hectares,2144490,1,Brasil,216,Área colhida,202511,novembro 2025,3009,Safra 2025,39429,1.1 Algodão herbáceo
109,1,Brasil,1006,Hectares,336517,1,Brasil,216,Área colhida,202511,novembro 2025,3009,Safra 2025,39430,1.2 Amendoim (1ª Safra)
110,1,Brasil,1006,Hectares,15062,1,Brasil,216,Área colhida,202511,novembro 2025,3009,Safra 2025,39431,1.3 Amendoim (2ª Safra)
111,1,Brasil,1006,Hectares,1745187,1,Brasil,216,Área colhida,202511,novembro 2025,3009,Safra 2025,39432,1.4 Arroz
112,1,Brasil,1006,Hectares,584230,1,Brasil,216,Área colhida,202511,novembro 2025,3009,Safra 2025,39433,1.5 Aveia
113,1,Brasil,1006,Hectares,5250,1,Brasil,216,Área colhida,202511,novembro 2025,3009,Safra 2025,39434,1.7 Centeio
114,1,Brasil,1006,Hectares,138065,1,Brasil,216,Área colhida,202511,novembro 2025,3009,Safra 2025,39435,1.8 Cevada
115,1,Brasil,1006,Hectares,1153908,1,Brasil,216,Área colhida,202511,novembro 2025,3009,Safra 2025,39436,1.9 Feijão (1ª Safra)
116,1,Brasil,1006,Hectares,1105160,1,Brasil,216,Área colhida,202511,novembro 2025,3009,Safra 2025,39437,1.10 Feijão (2ª Safra)
117,1,Brasil,1006,Hectares,282696,1,Brasil,216,Área colhida,202511,novembro 2025,3009,Safra 2025,39438,1.11 Feijão (3ª Safra)
118,1,Brasil,1006,Hectares,62061,1,Brasil,216,Área colhida,202511,novembro 2025,3009,Safra 2025,39439,1.13 Girassol
119,1,Brasil,1006,Hectares,53305,1,Brasil,216,Área colhida,202511,novembro 2025,3009,Safra 2025,39440,1.14 Mamona
120,1,Brasil,1006,Hectares,4409421,1,Brasil,216,Área colhida,202511,novembro 2025,3009,Safra 2025,39441,1.15 Milho (1ª Safra)
121,1,Brasil,1006,Hectares,17841033,1,Brasil,216,Área colhida,202511,novembro 2025,3009,Safra 2025,39442,1.16 Milho (2ª Safra)
122,1,Brasil,1006,Hectares,47691363,1,Brasil,216,Área colhida,202511,novembro 2025,3009,Safra 2025,39443,1.17 Soja
123,1,Brasil,1006,Hectares,1543462,1,Brasil,216,Área colhida,202511,novembro 2025,3009,Safra 2025,39444,1.18 Sorgo
124,1,Brasil,1006,Hectares,2405276,1,Brasil,216,Área colhida,202511,novembro 2025,3009,Safra 2025,39445,1.19 Trigo
125,1,Brasil,1006,Hectares,14723,1,Brasil,216,Área colhida,202511,novembro 2025,3009,Safra 2025,39446,1.20 Triticale
126,1,Brasil,1006,Hectares,468495,1,Brasil,216,Área colhida,202511,novembro 2025,3009,Safra 2025,39449,4 Banana
127,1,Brasil,1006,Hectares,60176,1,Brasil,216,Área colhida,202511,novembro 2025,3009,Safra 2025,39450,5 Batata - inglesa (1ª Safra)
128,1,Brasil,1006,Hectares,45449,1,Brasil,216,Área colhida,202511,novembro 2025,3009,Safra 2025,39451,6 Batata - inglesa (2ª Safra)
129,1,Brasil,1006,Hectares,26451,1,Brasil,216,Área colhida,202511,novembro 2025,3009,Safra 2025,39452,7 Batata - inglesa (3ª Safra)
130,1,Brasil,1006,Hectares,643706,1,Brasil,216,Área colhida,202511,novembro 2025,3009,Safra 2025,39453,8 Cacau
131,1,Brasil,1006,Hectares,1534598,1,Brasil,216,Área colhida,202511,novembro 2025,3009,Safra 2025,39454,9 Café arábica
132,1,Brasil,1006,Hectares,419050,1,Brasil,216,Área colhida,202511,novembro 2025,3009,Safra 2025,39455,10 Café canephora
133,1,Brasil,1006,Hectares,9398430,1,Brasil,216,Área colhida,202511,novembro 2025,3009,Safra 2025,39456,11 Cana-de-açúcar
134,1,Brasil,1006,Hectares,470080,1,Brasil,216,Área colhida,202511,novembro 2025,3009,Safra 2025,39457,12 Castanha-de-caju
135,1,Brasil,1006,Hectares,358124,1,Brasil,216,Área colhida,202511,novembro 2025,3009,Safra 2025,39460,15 Fumo
136,1,Brasil,1006,Hectares,-,1,Brasil,216,Área colhida,202511,novembro 2025,3009,Safra 2025,39462,17 Juta
137,1,Brasil,1006,Hectares,541706,1,Brasil,216,Área colhida,202511,novembro 2025,3009,Safra 2025,39463,18 Laranja
138,1,Brasil,1006,Hectares,1291745,1,Brasil,216,Área colhida,202511,novembro 2025,3009,Safra 2025,39467,21 Mandioca
139,1,Brasil,1006,Hectares,63825,1,Brasil,216,Área colhida,202511,novembro 2025,3009,Safra 2025,39470,24 Tomate
140,1,Brasil,1006,Hectares,83264,1,Brasil,216,Área colhida,202511,novembro 2025,3009,Safra 2025,39471,25 Uva
141,1,Brasil,,,..,1,Brasil,35,Produção,202511,novembro 2025,58756,Safra 2024,0,Total
142,1,Brasil,1017,Toneladas,292705861,1,Brasil,35,Produção,202511,novembro 2025,58756,Safra 2024,39428,"1 Cereais, leguminosas e oleaginosas"
143,1,Brasil,1017,Toneladas,8866378,1,Brasil,35,Produção,202511,novembro 2025,58756,Safra 2024,39429,1.1 Algodão herbáceo
144,1,Brasil,1017,Toneladas,780032,1,Brasil,35,Produção,202511,novembro 2025,58756,Safra 2024,39430,1.2 Amendoim (1ª Safra)
145,1,Brasil,1017,Toneladas,13800,1,Brasil,35,Produção,202511,novembro 2025,58756,Safra 2024,39431,1.3 Amendoim (2ª Safra)
146,1,Brasil,1017,Toneladas,10591604,1,Brasil,35,Produção,202511,novembro 2025,58756,Safra 2024,39432,1.4 Arroz
147,1,Brasil,1017,Toneladas,1059343,1,Brasil,35,Produção,202511,novembro 2025,58756,Safra 2024,39433,1.5 Aveia
148,1,Brasil,1017,Toneladas,5881,1,Brasil,35,Produção,202511,novembro 2025,58756,Safra 2024,39434,1.7 Centeio
149,1,Brasil,1017,Toneladas,416239,1,Brasil,35,Produção,202511,novembro 2025,58756,Safra 2024,39435,1.8 Cevada
150,1,Brasil,1017,Toneladas,894234,1,Brasil,35,Produção,202511,novembro 2025,58756,Safra 2024,39436,1.9 Feijão (1ª Safra)
151,1,Brasil,1017,Toneladas,1395083,1,Brasil,35,Produção,202511,novembro 2025,58756,Safra 2024,39437,1.10 Feijão (2ª Safra)
152,1,Brasil,1017,Toneladas,809844,1,Brasil,35,Produção,202511,novembro 2025,58756,Safra 2024,39438,1.11 Feijão (3ª Safra)
153,1,Brasil,1017,Toneladas,90258,1,Brasil,35,Produção,202511,novembro 2025,58756,Safra 2024,39439,1.13 Girassol
154,1,Brasil,1017,Toneladas,31717,1,Brasil,35,Produção,202511,novembro 2025,58756,Safra 2024,39440,1.14 Mamona
155,1,Brasil,1017,Toneladas,22912466,1,Brasil,35,Produção,202511,novembro 2025,58756,Safra 2024,39441,1.15 Milho (1ª Safra)
156,1,Brasil,1017,Toneladas,91790726,1,Brasil,35,Produção,202511,novembro 2025,58756,Safra 2024,39442,1.16 Milho (2ª Safra)
157,1,Brasil,1017,Toneladas,144946662,1,Brasil,35,Produção,202511,novembro 2025,58756,Safra 2024,39443,1.17 Soja
158,1,Brasil,1017,Toneladas,3985503,1,Brasil,35,Produção,202511,novembro 2025,58756,Safra 2024,39444,1.18 Sorgo
159,1,Brasil,1017,Toneladas,7530249,1,Brasil,35,Produção,202511,novembro 2025,58756,Safra 2024,39445,1.19 Trigo
160,1,Brasil,1017,Toneladas,43729,1,Brasil,35,Produção,202511,novembro 2025,58756,Safra 2024,39446,1.20 Triticale
161,1,Brasil,1017,Toneladas,6995034,1,Brasil,35,Produção,202511,novembro 2025,58756,Safra 2024,39449,4 Banana
162,1,Brasil,1017,Toneladas,1745460,1,Brasil,35,Produção,202511,novembro 2025,58756,Safra 2024,39450,5 Batata - inglesa (1ª Safra)
163,1,Brasil,1017,Toneladas,1527003,1,Brasil,35,Produção,202511,novembro 2025,58756,Safra 2024,39451,6 Batata - inglesa (2ª Safra)
164,1,Brasil,1017,Toneladas,1235346,1,Brasil,35,Produção,202511,novembro 2025,58756,Safra 2024,39452,7 Batata - inglesa (3ª Safra)
165,1,Brasil,1017,Toneladas,287784,1,Brasil,35,Produção,202511,novembro 2025,58756,Safra 2024,39453,8 Cacau
166,1,Brasil,1017,Toneladas,2401279,1,Brasil,35,Produção,202511,novembro 2025,58756,Safra 2024,39454,9 Café arábica
167,1,Brasil,1017,Toneladas,1024120,1,Brasil,35,Produção,202511,novembro 2025,58756,Safra 2024,39455,10 Café canephora
168,1,Brasil,1017,Toneladas,706720425,1,Brasil,35,Produção,202511,novembro 2025,58756,Safra 2024,39456,11 Cana-de-açúcar
169,1,Brasil,1017,Toneladas,161014,1,Brasil,35,Produção,202511,novembro 2025,58756,Safra 2024,39457,12 Castanha-de-caju
170,1,Brasil,1017,Toneladas,626649,1,Brasil,35,Produção,202511,novembro 2025,58756,Safra 2024,39460,15 Fumo
171,1,Brasil,1017,Toneladas,-,1,Brasil,35,Produção,202511,novembro 2025,58756,Safra 2024,39462,17 Juta
172,1,Brasil,1017,Toneladas,12216934,1,Brasil,35,Produção,202511,novembro 2025,58756,Safra 2024,39463,18 Laranja
173,1,Brasil,1017,Toneladas,19059194,1,Brasil,35,Produção,202511,novembro 2025,58756,Safra 2024,39467,21 Mandioca
174,1,Brasil,1017,Toneladas,4666924,1,Brasil,35,Produção,202511,novembro 2025,58756,Safra 2024,39470,24 Tomate
175,1,Brasil,1017,Toneladas,1763397,1,Brasil,35,Produção,202511,novembro 2025,58756,Safra 2024,39471,25 Uva
176,1,Brasil,,,..,1,Brasil,35,Produção,202511,novembro 2025,3009,Safra 2025,0,Total
177,1,Brasil,1017,Toneladas,345902745,1,Brasil,35,Produção,202511,novembro 2025,3009,Safra 2025,39428,"1 Cereais, leguminosas e oleaginosas"
178,1,Brasil,1017,Toneladas,9881733,1,Brasil,35,Produção,202511,novembro 2025,3009,Safra 2025,39429,1.1 Algodão herbáceo
179,1,Brasil,1017,Toneladas,1209836,1,Brasil,35,Produção,202511,novembro 2025,3009,Safra 2025,39430,1.2 Amendoim (1ª Safra)
180,1,Brasil,1017,Toneladas,34532,1,Brasil,35,Produção,202511,novembro 2025,3009,Safra 2025,39431,1.3 Amendoim (2ª Safra)
181,1,Brasil,1017,Toneladas,12585005,1,Brasil,35,Produção,202511,novembro 2025,3009,Safra 2025,39432,1.4 Arroz
182,1,Brasil,1017,Toneladas,1357620,1,Brasil,35,Produção,202511,novembro 2025,3009,Safra 2025,39433,1.5 Aveia
183,1,Brasil,1017,Toneladas,9179,1,Brasil,35,Produção,202511,novembro 2025,3009,Safra 2025,39434,1.7 Centeio
184,1,Brasil,1017,Toneladas,607447,1,Brasil,35,Produção,202511,novembro 2025,3009,Safra 2025,39435,1.8 Cevada
185,1,Brasil,1017,Toneladas,958292,1,Brasil,35,Produção,202511,novembro 2025,3009,Safra 2025,39436,1.9 Feijão (1ª Safra)
186,1,Brasil,1017,Toneladas,1286990,1,Brasil,35,Produção,202511,novembro 2025,3009,Safra 2025,39437,1.10 Feijão (2ª Safra)
187,1,Brasil,1017,Toneladas,759368,1,Brasil,35,Produção,202511,novembro 2025,3009,Safra 2025,39438,1.11 Feijão (3ª Safra)
188,1,Brasil,1017,Toneladas,104625,1,Brasil,35,Produção,202511,novembro 2025,3009,Safra 2025,39439,1.13 Girassol
189,1,Brasil,1017,Toneladas,33503,1,Brasil,35,Produção,202511,novembro 2025,3009,Safra 2025,39440,1.14 Mamona
190,1,Brasil,1017,Toneladas,25753745,1,Brasil,35,Produção,202511,novembro 2025,3009,Safra 2025,39441,1.15 Milho (1ª Safra)
191,1,Brasil,1017,Toneladas,115863997,1,Brasil,35,Produção,202511,novembro 2025,3009,Safra 2025,39442,1.16 Milho (2ª Safra)
192,1,Brasil,1017,Toneladas,165957783,1,Brasil,35,Produção,202511,novembro 2025,3009,Safra 2025,39443,1.17 Soja
193,1,Brasil,1017,Toneladas,5396070,1,Brasil,35,Produção,202511,novembro 2025,3009,Safra 2025,39444,1.18 Sorgo
194,1,Brasil,1017,Toneladas,7911914,1,Brasil,35,Produção,202511,novembro 2025,3009,Safra 2025,39445,1.19 Trigo
195,1,Brasil,1017,Toneladas,44982,1,Brasil,35,Produção,202511,novembro 2025,3009,Safra 2025,39446,1.20 Triticale
196,1,Brasil,1017,Toneladas,7361619,1,Brasil,35,Produção,202511,novembro 2025,3009,Safra 2025,39449,4 Banana
197,1,Brasil,1017,Toneladas,1954250,1,Brasil,35,Produção,202511,novembro 2025,3009,Safra 2025,39450,5 Batata - inglesa (1ª Safra)
