,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N,D5C,D5N
0,Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,"Brasil, Grande Região e Unidade da Federação (Código)","Brasil, Grande Região e Unidade da Federação",Variável (Código),Variável,Mês (Código),Mês,Ano da safra (Código),Ano da safra,Produto das lavouras (Código),Produto das lavouras
75,2,Grande Região,33,Quilogramas por Hectare,1015,1,Norte,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39437,1.10 Feijão (2ª Safra)
76,2,Grande Região,33,Quilogramas por Hectare,2779,1,Norte,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39438,1.11 Feijão (3ª Safra)
77,2,Grande Região,33,Quilogramas por Hectare,-,1,Norte,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39439,1.13 Girassol
78,2,Grande Região,33,Quilogramas por Hectare,-,1,Norte,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39440,1.14 Mamona
79,2,Grande Região,33,Quilogramas por Hectare,3920,1,Norte,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39441,1.15 Milho (1ª Safra)
80,2,Grande Região,33,Quilogramas por Hectare,4505,1,Norte,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39442,1.16 Milho (2ª Safra)
81,2,Grande Região,33,Quilogramas por Hectare,3180,1,Norte,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39443,1.17 Soja
82,2,Grande Região,33,Quilogramas por Hectare,2213,1,Norte,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39444,1.18 Sorgo
83,2,Grande Região,33,Quilogramas por Hectare,-,1,Norte,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39445,1.19 Trigo
84,2,Grande Região,33,Quilogramas por Hectare,-,1,Norte,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39446,1.20 Triticale
85,2,Grande Região,33,Quilogramas por Hectare,11791,1,Norte,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39449,4 Banana
86,2,Grande Região,33,Quilogramas por Hectare,-,1,Norte,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39450,5 Batata - inglesa (1ª Safra)
87,2,Grande Região,33,Quilogramas por Hectare,-,1,Norte,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39451,6 Batata - inglesa (2ª Safra)
88,2,Grande Região,33,Quilogramas por Hectare,-,1,Norte,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39452,7 Batata - inglesa (3ª Safra)
89,2,Grande Região,33,Quilogramas por Hectare,958,1,Norte,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39453,8 Cacau
90,2,Grande Região,33,Quilogramas por Hectare,-,1,Norte,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39454,9 Café arábica
91,2,Grande Região,33,Quilogramas por Hectare,3481,1,Norte,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39455,10 Café canephora
92,2,Grande Região,33,Quilogramas por Hectare,73499,1,Norte,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39456,11 Cana-de-açúcar
93,2,Grande Região,33,Quilogramas por Hectare,671,1,Norte,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39457,12 Castanha-de-caju
94,2,Grande Região,33,Quilogramas por Hectare,773,1,Norte,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39460,15 Fumo
95,2,Grande Região,33,Quilogramas por Hectare,-,1,Norte,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39462,17 Juta
96,2,Grande Região,33,Quilogramas por Hectare,16942,1,Norte,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39463,18 Laranja
97,2,Grande Região,33,Quilogramas por Hectare,14883,1,Norte,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39467,21 Mandioca
98,2,Grande Região,33,Quilogramas por Hectare,24964,1,Norte,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39470,24 Tomate
99,2,Grande Região,33,Quilogramas por Hectare,500,1,Norte,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39471,25 Uva
100,2,Grande Região,33,Quilogramas por Hectare,3621,1,Norte,36,Rendimento médio,202511,novembro 2025,3009,Safra 2025,39429,1.1 Algodão herbáceo
101,2,Grande Região,33,Quilogramas por Hectare,4413,1,Norte,36,Rendimento médio,202511,novembro 2025,3009,Safra 2025,39430,1.2 Amendoim (1ª Safra)
102,2,Grande Região,33,Quilogramas por Hectare,1417,1,Norte,36,Rendimento médio,202511,novembro 2025,3009,Safra 2025,39431,1.3 Amendoim (2ª Safra)
103,2,Grande Região,33,Quilogramas por Hectare,4730,1,Norte,36,Rendimento médio,202511,novembro 2025,3009,Safra 2025,39432,1.4 Arroz
104,2,Grande Região,33,Quilogramas por Hectare,-,1,Norte,36,Rendimento médio,202511,novembro 2025,3009,Safra 2025,39433,1.5 Aveia
105,2,Grande Região,33,Quilogramas por Hectare,-,1,Norte,36,Rendimento médio,202511,novembro 2025,3009,Safra 2025,39434,1.7 Centeio
106,2,Grande Região,33,Quilogramas por Hectare,-,1,Norte,36,Rendimento médio,202511,novembro 2025,3009,Safra 2025,39435,1.8 Cevada
107,2,Grande Região,33,Quilogramas por Hectare,860,1,Norte,36,Rendimento médio,202511,novembro 2025,3009,Safra 2025,39436,1.9 Feijão (1ª Safra)
108,2,Grande Região,33,Quilogramas por Hectare,996,1,Norte,36,Rendimento médio,202511,novembro 2025,3009,Safra 2025,39437,1.10 Feijão (2ª Safra)
109,2,Grande Região,33,Quilogramas por Hectare,1152,1,Norte,36,Rendimento médio,202511,novembro 2025,3009,Safra 2025,39438,1.11 Feijão (3ª Safra)
110,2,Grande Região,33,Quilogramas por Hectare,-,1,Norte,36,Rendimento médio,202511,novembro 2025,3009,Safra 2025,39439,1.13 Girassol
111,2,Grande Região,33,Quilogramas por Hectare,-,1,Norte,36,Rendimento médio,202511,novembro 2025,3009,Safra 2025,39440,1.14 Mamona
112,2,Grande Região,33,Quilogramas por Hectare,4004,1,Norte,36,Rendimento médio,202511,novembro 2025,3009,Safra 2025,39441,1.15 Milho (1ª Safra)
113,2,Grande Região,33,Quilogramas por Hectare,4582,1,Norte,36,Rendimento médio,202511,novembro 2025,3009,Safra 2025,39442,1.16 Milho (2ª Safra)
114,2,Grande Região,33,Quilogramas por Hectare,3497,1,Norte,36,Rendimento médio,202511,novembro 2025,3009,Safra 2025,39443,1.17 Soja
115,2,Grande Região,33,Quilogramas por Hectare,2597,1,Norte,36,Rendimento médio,202511,novembro 2025,3009,Safra 2025,39444,1.18 Sorgo
116,2,Grande Região,33,Quilogramas por Hectare,-,1,Norte,36,Rendimento médio,202511,novembro 2025,3009,Safra 2025,39445,1.19 Trigo
117,2,Grande Região,33,Quilogramas por Hectare,-,1,Norte,36,Rendimento médio,202511,novembro 2025,3009,Safra 2025,39446,1.20 Triticale
118,2,Grande Região,33,Quilogramas por Hectare,12081,1,Norte,36,Rendimento médio,202511,novembro 2025,3009,Safra 2025,39449,4 Banana
119,2,Grande Região,33,Quilogramas por Hectare,-,1,Norte,36,Rendimento médio,202511,novembro 2025,3009,Safra 2025,39450,5 Batata - inglesa (1ª Safra)
120,2,Grande Região,33,Quilogramas por Hectare,-,1,Norte,36,Rendimento médio,202511,novembro 2025,3009,Safra 2025,39451,6 Batata - inglesa (2ª Safra)
121,2,Grande Região,33,Quilogramas por Hectare,-,1,Norte,36,Rendimento médio,202511,novembro 2025,3009,Safra 2025,39452,7 Batata - inglesa (3ª Safra)
122,2,Grande Região,33,Quilogramas por Hectare,913,1,Norte,36,Rendimento médio,202511,novembro 2025,3009,Safra 2025,39453,8 Cacau
123,2,Grande Região,33,Quilogramas por Hectare,-,1,Norte,36,Rendimento médio,202511,novembro 2025,3009,Safra 2025,39454,9 Café arábica
124,2,Grande Região,33,Quilogramas por Hectare,3287,1,Norte,36,Rendimento médio,202511,novembro 2025,3009,Safra 2025,39455,10 Café canephora
125,2,Grande Região,33,Quilogramas por Hectare,73928,1,Norte,36,Rendimento médio,202511,novembro 2025,3009,Safra 2025,39456,11 Cana-de-açúcar
126,2,Grande Região,33,Quilogramas por Hectare,765,1,Norte,36,Rendimento médio,202511,novembro 2025,3009,Safra 2025,39457,12 Castanha-de-caju
127,2,Grande Região,33,Quilogramas por Hectare,833,1,Norte,36,Rendimento médio,202511,novembro 2025,3009,Safra 2025,39460,15 Fumo
128,2,Grande Região,33,Quilogramas por Hectare,-,1,Norte,36,Rendimento médio,202511,novembro 2025,3009,Safra 2025,39462,17 Juta
129,2,Grande Região,33,Quilogramas por Hectare,17064,1,Norte,36,Rendimento médio,202511,novembro 2025,3009,Safra 2025,39463,18 Laranja
130,2,Grande Região,33,Quilogramas por Hectare,14812,1,Norte,36,Rendimento médio,202511,novembro 2025,3009,Safra 2025,39467,21 Mandioca
131,2,Grande Região,33,Quilogramas por Hectare,22843,1,Norte,36,Rendimento médio,202511,novembro 2025,3009,Safra 2025,39470,24 Tomate
132,2,Grande Região,33,Quilogramas por Hectare,10500,1,Norte,36,Rendimento médio,202511,novembro 2025,3009,Safra 2025,39471,25 Uva
133,2,Grande Região,33,Quilogramas por Hectare,4569,2,Nordeste,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39429,1.1 Algodão herbáceo
134,2,Grande Região,33,Quilogramas por Hectare,1168,2,Nordeste,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39430,1.2 Amendoim (1ª Safra)
135,2,Grande Região,33,Quilogramas por Hectare,1402,2,Nordeste,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39431,1.3 Amendoim (2ª Safra)
136,2,Grande Região,33,Quilogramas por Hectare,2495,2,Nordeste,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39432,1.4 Arroz
137,2,Grande Região,33,Quilogramas por Hectare,-,2,Nordeste,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39433,1.5 Aveia
138,2,Grande Região,33,Quilogramas por Hectare,-,2,Nordeste,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39434,1.7 Centeio
139,2,Grande Região,33,Quilogramas por Hectare,-,2,Nordeste,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39435,1.8 Cevada
140,2,Grande Região,33,Quilogramas por Hectare,359,2,Nordeste,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39436,1.9 Feijão (1ª Safra)
141,2,Grande Região,33,Quilogramas por Hectare,504,2,Nordeste,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39437,1.10 Feijão (2ª Safra)
142,2,Grande Região,33,Quilogramas por Hectare,-,2,Nordeste,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39438,1.11 Feijão (3ª Safra)
143,2,Grande Região,33,Quilogramas por Hectare,-,2,Nordeste,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39439,1.13 Girassol
144,2,Grande Região,33,Quilogramas por Hectare,590,2,Nordeste,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39440,1.14 Mamona
145,2,Grande Região,33,Quilogramas por Hectare,2829,2,Nordeste,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39441,1.15 Milho (1ª Safra)
146,2,Grande Região,33,Quilogramas por Hectare,3501,2,Nordeste,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39442,1.16 Milho (2ª Safra)
147,2,Grande Região,33,Quilogramas por Hectare,3485,2,Nordeste,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39443,1.17 Soja
148,2,Grande Região,33,Quilogramas por Hectare,1923,2,Nordeste,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39444,1.18 Sorgo
149,2,Grande Região,33,Quilogramas por Hectare,5803,2,Nordeste,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39445,1.19 Trigo
150,2,Grande Região,33,Quilogramas por Hectare,-,2,Nordeste,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39446,1.20 Triticale
151,2,Grande Região,33,Quilogramas por Hectare,13610,2,Nordeste,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39449,4 Banana
152,2,Grande Região,33,Quilogramas por Hectare,42012,2,Nordeste,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39450,5 Batata - inglesa (1ª Safra)
153,2,Grande Região,33,Quilogramas por Hectare,42012,2,Nordeste,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39451,6 Batata - inglesa (2ª Safra)
154,2,Grande Região,33,Quilogramas por Hectare,42235,2,Nordeste,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39452,7 Batata - inglesa (3ª Safra)
155,2,Grande Região,33,Quilogramas por Hectare,250,2,Nordeste,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39453,8 Cacau
156,2,Grande Região,33,Quilogramas por Hectare,1261,2,Nordeste,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39454,9 Café arábica
157,2,Grande Região,33,Quilogramas por Hectare,2956,2,Nordeste,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39455,10 Café canephora
158,2,Grande Região,33,Quilogramas por Hectare,62926,2,Nordeste,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39456,11 Cana-de-açúcar
159,2,Grande Região,33,Quilogramas por Hectare,357,2,Nordeste,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39457,12 Castanha-de-caju
160,2,Grande Região,33,Quilogramas por Hectare,1388,2,Nordeste,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39460,15 Fumo
161,2,Grande Região,33,Quilogramas por Hectare,-,2,Nordeste,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39462,17 Juta
162,2,Grande Região,33,Quilogramas por Hectare,11984,2,Nordeste,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39463,18 Laranja
163,2,Grande Região,33,Quilogramas por Hectare,10082,2,Nordeste,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39467,21 Mandioca
164,2,Grande Região,33,Quilogramas por Hectare,58054,2,Nordeste,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39470,24 Tomate
165,2,Grande Região,33,Quilogramas por Hectare,46428,2,Nordeste,36,Rendimento médio,202511,novembro 2025,58756,Safra 2024,39471,25 Uva
166,2,Grande Região,33,Quilogramas por Hectare,4439,2,Nordeste,36,Rendimento médio,202511,novembro 2025,3009,Safra 2025,39429,1.1 Algodão herbáceo
167,2,Grande Região,33,Quilogramas por Hectare,1085,2,Nordeste,36,Rendimento médio,202511,novembro 2025,3009,Safra 2025,39430,1.2 Amendoim (1ª Safra)
168,2,Grande Região,33,Quilogramas por Hectare,1444,2,Nordeste,36,Rendimento médio,202511,novembro 2025,3009,Safra 2025,39431,1.3 Amendoim (2ª Safra)
169,2,Grande Região,33,Quilogramas por Hectare,2624,2,Nordeste,36,Rendimento médio,202511,novembro 2025,3009,Safra 2025,39432,1.4 Arroz
170,2,Grande Região,33,Quilogramas por Hectare,-,2,Nordeste,36,Rendimento médio,202511,novembro 2025,3009,Safra 2025,39433,1.5 Aveia
171,2,Grande Região,33,Quilogramas por Hectare,-,2,Nordeste,36,Rendimento médio,202511,novembro 2025,3009,Safra 2025,39434,1.7 Centeio
172,2,Grande Região,33,Quilogramas por Hectare,-,2,Nordeste,36,Rendimento médio,202511,novembro 2025,3009,Safra 2025,39435,1.8 Cevada
