,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N
177,3,Unidade da Federação,30,Número-índice,1263.44,27,Alagoas,9332,"Custo médio m² - componente mão-de-obra - número-índice, sem desoneração da folha de pagamento",202511,novembro 2025
178,3,Unidade da Federação,2,%,0.01,27,Alagoas,9333,"Custo médio m² - variação percentual no mês, sem desoneração da folha de pagamento",202511,novembro 2025
179,3,Unidade da Federação,2,%,7.02,27,Alagoas,9334,"Custo médio m² - variação percentual no ano, sem desoneração da folha de pagamento",202511,novembro 2025
180,3,Unidade da Federação,2,%,7.26,27,Alagoas,9335,"Custo médio m² - variação percentual em doze meses, sem desoneração da folha de pagamento",202511,novembro 2025
181,3,Unidade da Federação,38,Reais,1775.81,28,Sergipe,9327,"Custo médio m² - moeda corrente, sem desoneração da folha de pagamento",202511,novembro 2025
182,3,Unidade da Federação,38,Reais,989.60,28,Sergipe,9328,"Custo médio m² - componente material - moeda corrente, sem desoneração da folha de pagamento",202511,novembro 2025
183,3,Unidade da Federação,38,Reais,786.21,28,Sergipe,9329,"Custo médio m² - componente mão-de-obra - moeda corrente, sem desoneração da folha de pagamento",202511,novembro 2025
184,3,Unidade da Federação,30,Número-índice,943.83,28,Sergipe,9330,"Custo médio m² - número-índice, sem desoneração da folha de pagamento",202511,novembro 2025
185,3,Unidade da Federação,30,Número-índice,738.81,28,Sergipe,9331,"Custo médio m² - componente material - número-índice, sem desoneração da folha de pagamento",202511,novembro 2025
186,3,Unidade da Federação,30,Número-índice,1582.07,28,Sergipe,9332,"Custo médio m² - componente mão-de-obra - número-índice, sem desoneração da folha de pagamento",202511,novembro 2025
187,3,Unidade da Federação,2,%,0.14,28,Sergipe,9333,"Custo médio m² - variação percentual no mês, sem desoneração da folha de pagamento",202511,novembro 2025
188,3,Unidade da Federação,2,%,5.03,28,Sergipe,9334,"Custo médio m² - variação percentual no ano, sem desoneração da folha de pagamento",202511,novembro 2025
189,3,Unidade da Federação,2,%,5.17,28,Sergipe,9335,"Custo médio m² - variação percentual em doze meses, sem desoneração da folha de pagamento",202511,novembro 2025
190,3,Unidade da Federação,38,Reais,1845.51,29,Bahia,9327,"Custo médio m² - moeda corrente, sem desoneração da folha de pagamento",202511,novembro 2025
191,3,Unidade da Federação,38,Reais,1010.43,29,Bahia,9328,"Custo médio m² - componente material - moeda corrente, sem desoneração da folha de pagamento",202511,novembro 2025
192,3,Unidade da Federação,38,Reais,835.08,29,Bahia,9329,"Custo médio m² - componente mão-de-obra - moeda corrente, sem desoneração da folha de pagamento",202511,novembro 2025
193,3,Unidade da Federação,30,Número-índice,976.09,29,Bahia,9330,"Custo médio m² - número-índice, sem desoneração da folha de pagamento",202511,novembro 2025
194,3,Unidade da Federação,30,Número-índice,816.40,29,Bahia,9331,"Custo médio m² - componente material - número-índice, sem desoneração da folha de pagamento",202511,novembro 2025
195,3,Unidade da Federação,30,Número-índice,1364.98,29,Bahia,9332,"Custo médio m² - componente mão-de-obra - número-índice, sem desoneração da folha de pagamento",202511,novembro 2025
196,3,Unidade da Federação,2,%,0.06,29,Bahia,9333,"Custo médio m² - variação percentual no mês, sem desoneração da folha de pagamento",202511,novembro 2025
197,3,Unidade da Federação,2,%,4.71,29,Bahia,9334,"Custo médio m² - variação percentual no ano, sem desoneração da folha de pagamento",202511,novembro 2025
198,3,Unidade da Federação,2,%,4.55,29,Bahia,9335,"Custo médio m² - variação percentual em doze meses, sem desoneração da folha de pagamento",202511,novembro 2025
199,3,Unidade da Federação,38,Reais,1865.21,31,Minas Gerais,9327,"Custo médio m² - moeda corrente, sem desoneração da folha de pagamento",202511,novembro 2025
200,3,Unidade da Federação,38,Reais,1024.81,31,Minas Gerais,9328,"Custo médio m² - componente material - moeda corrente, sem desoneração da folha de pagamento",202511,novembro 2025
201,3,Unidade da Federação,38,Reais,840.40,31,Minas Gerais,9329,"Custo médio m² - componente mão-de-obra - moeda corrente, sem desoneração da folha de pagamento",202511,novembro 2025
202,3,Unidade da Federação,30,Número-índice,1025.87,31,Minas Gerais,9330,"Custo médio m² - número-índice, sem desoneração da folha de pagamento",202511,novembro 2025
203,3,Unidade da Federação,30,Número-índice,860.80,31,Minas Gerais,9331,"Custo médio m² - componente material - número-índice, sem desoneração da folha de pagamento",202511,novembro 2025
204,3,Unidade da Federação,30,Número-índice,1446.39,31,Minas Gerais,9332,"Custo médio m² - componente mão-de-obra - número-índice, sem desoneração da folha de pagamento",202511,novembro 2025
205,3,Unidade da Federação,2,%,0.05,31,Minas Gerais,9333,"Custo médio m² - variação percentual no mês, sem desoneração da folha de pagamento",202511,novembro 2025
206,3,Unidade da Federação,2,%,4.20,31,Minas Gerais,9334,"Custo médio m² - variação percentual no ano, sem desoneração da folha de pagamento",202511,novembro 2025
207,3,Unidade da Federação,2,%,4.27,31,Minas Gerais,9335,"Custo médio m² - variação percentual em doze meses, sem desoneração da folha de pagamento",202511,novembro 2025
208,3,Unidade da Federação,38,Reais,1815.24,32,Espírito Santo,9327,"Custo médio m² - moeda corrente, sem desoneração da folha de pagamento",202511,novembro 2025
209,3,Unidade da Federação,38,Reais,985.77,32,Espírito Santo,9328,"Custo médio m² - componente material - moeda corrente, sem desoneração da folha de pagamento",202511,novembro 2025
210,3,Unidade da Federação,38,Reais,829.47,32,Espírito Santo,9329,"Custo médio m² - componente mão-de-obra - moeda corrente, sem desoneração da folha de pagamento",202511,novembro 2025
211,3,Unidade da Federação,30,Número-índice,1007.14,32,Espírito Santo,9330,"Custo médio m² - número-índice, sem desoneração da folha de pagamento",202511,novembro 2025
212,3,Unidade da Federação,30,Número-índice,785.05,32,Espírito Santo,9331,"Custo médio m² - componente material - número-índice, sem desoneração da folha de pagamento",202511,novembro 2025
213,3,Unidade da Federação,30,Número-índice,1599.64,32,Espírito Santo,9332,"Custo médio m² - componente mão-de-obra - número-índice, sem desoneração da folha de pagamento",202511,novembro 2025
214,3,Unidade da Federação,2,%,0.08,32,Espírito Santo,9333,"Custo médio m² - variação percentual no mês, sem desoneração da folha de pagamento",202511,novembro 2025
215,3,Unidade da Federação,2,%,4.84,32,Espírito Santo,9334,"Custo médio m² - variação percentual no ano, sem desoneração da folha de pagamento",202511,novembro 2025
216,3,Unidade da Federação,2,%,4.86,32,Espírito Santo,9335,"Custo médio m² - variação percentual em doze meses, sem desoneração da folha de pagamento",202511,novembro 2025
217,3,Unidade da Federação,38,Reais,2219.39,33,Rio de Janeiro,9327,"Custo médio m² - moeda corrente, sem desoneração da folha de pagamento",202511,novembro 2025
218,3,Unidade da Federação,38,Reais,1088.60,33,Rio de Janeiro,9328,"Custo médio m² - componente material - moeda corrente, sem desoneração da folha de pagamento",202511,novembro 2025
219,3,Unidade da Federação,38,Reais,1130.79,33,Rio de Janeiro,9329,"Custo médio m² - componente mão-de-obra - moeda corrente, sem desoneração da folha de pagamento",202511,novembro 2025
220,3,Unidade da Federação,30,Número-índice,1012.33,33,Rio de Janeiro,9330,"Custo médio m² - número-índice, sem desoneração da folha de pagamento",202511,novembro 2025
221,3,Unidade da Federação,30,Número-índice,767.08,33,Rio de Janeiro,9331,"Custo médio m² - componente material - número-índice, sem desoneração da folha de pagamento",202511,novembro 2025
222,3,Unidade da Federação,30,Número-índice,1546.11,33,Rio de Janeiro,9332,"Custo médio m² - componente mão-de-obra - número-índice, sem desoneração da folha de pagamento",202511,novembro 2025
223,3,Unidade da Federação,2,%,0.18,33,Rio de Janeiro,9333,"Custo médio m² - variação percentual no mês, sem desoneração da folha de pagamento",202511,novembro 2025
224,3,Unidade da Federação,2,%,5.00,33,Rio de Janeiro,9334,"Custo médio m² - variação percentual no ano, sem desoneração da folha de pagamento",202511,novembro 2025
225,3,Unidade da Federação,2,%,5.18,33,Rio de Janeiro,9335,"Custo médio m² - variação percentual em doze meses, sem desoneração da folha de pagamento",202511,novembro 2025
226,3,Unidade da Federação,38,Reais,2127.66,35,São Paulo,9327,"Custo médio m² - moeda corrente, sem desoneração da folha de pagamento",202511,novembro 2025
227,3,Unidade da Federação,38,Reais,1071.63,35,São Paulo,9328,"Custo médio m² - componente material - moeda corrente, sem desoneração da folha de pagamento",202511,novembro 2025
228,3,Unidade da Federação,38,Reais,1056.03,35,São Paulo,9329,"Custo médio m² - componente mão-de-obra - moeda corrente, sem desoneração da folha de pagamento",202511,novembro 2025
229,3,Unidade da Federação,30,Número-índice,960.83,35,São Paulo,9330,"Custo médio m² - número-índice, sem desoneração da folha de pagamento",202511,novembro 2025
230,3,Unidade da Federação,30,Número-índice,788.25,35,São Paulo,9331,"Custo médio m² - componente material - número-índice, sem desoneração da folha de pagamento",202511,novembro 2025
231,3,Unidade da Federação,30,Número-índice,1336.77,35,São Paulo,9332,"Custo médio m² - componente mão-de-obra - número-índice, sem desoneração da folha de pagamento",202511,novembro 2025
232,3,Unidade da Federação,2,%,0.54,35,São Paulo,9333,"Custo médio m² - variação percentual no mês, sem desoneração da folha de pagamento",202511,novembro 2025
233,3,Unidade da Federação,2,%,5.06,35,São Paulo,9334,"Custo médio m² - variação percentual no ano, sem desoneração da folha de pagamento",202511,novembro 2025
234,3,Unidade da Federação,2,%,5.38,35,São Paulo,9335,"Custo médio m² - variação percentual em doze meses, sem desoneração da folha de pagamento",202511,novembro 2025
235,3,Unidade da Federação,38,Reais,2178.53,41,Paraná,9327,"Custo médio m² - moeda corrente, sem desoneração da folha de pagamento",202511,novembro 2025
236,3,Unidade da Federação,38,Reais,1112.64,41,Paraná,9328,"Custo médio m² - componente material - moeda corrente, sem desoneração da folha de pagamento",202511,novembro 2025
237,3,Unidade da Federação,38,Reais,1065.89,41,Paraná,9329,"Custo médio m² - componente mão-de-obra - moeda corrente, sem desoneração da folha de pagamento",202511,novembro 2025
238,3,Unidade da Federação,30,Número-índice,1041.68,41,Paraná,9330,"Custo médio m² - número-índice, sem desoneração da folha de pagamento",202511,novembro 2025
239,3,Unidade da Federação,30,Número-índice,870.34,41,Paraná,9331,"Custo médio m² - componente material - número-índice, sem desoneração da folha de pagamento",202511,novembro 2025
240,3,Unidade da Federação,30,Número-índice,1420.24,41,Paraná,9332,"Custo médio m² - componente mão-de-obra - número-índice, sem desoneração da folha de pagamento",202511,novembro 2025
241,3,Unidade da Federação,2,%,0.06,41,Paraná,9333,"Custo médio m² - variação percentual no mês, sem desoneração da folha de pagamento",202511,novembro 2025
242,3,Unidade da Federação,2,%,5.98,41,Paraná,9334,"Custo médio m² - variação percentual no ano, sem desoneração da folha de pagamento",202511,novembro 2025
243,3,Unidade da Federação,2,%,6.29,41,Paraná,9335,"Custo médio m² - variação percentual em doze meses, sem desoneração da folha de pagamento",202511,novembro 2025
244,3,Unidade da Federação,38,Reais,2297.04,42,Santa Catarina,9327,"Custo médio m² - moeda corrente, sem desoneração da folha de pagamento",202511,novembro 2025
245,3,Unidade da Federação,38,Reais,1137.52,42,Santa Catarina,9328,"Custo médio m² - componente material - moeda corrente, sem desoneração da folha de pagamento",202511,novembro 2025
246,3,Unidade da Federação,38,Reais,1159.52,42,Santa Catarina,9329,"Custo médio m² - componente mão-de-obra - moeda corrente, sem desoneração da folha de pagamento",202511,novembro 2025
247,3,Unidade da Federação,30,Número-índice,1243.96,42,Santa Catarina,9330,"Custo médio m² - número-índice, sem desoneração da folha de pagamento",202511,novembro 2025
248,3,Unidade da Federação,30,Número-índice,944.43,42,Santa Catarina,9331,"Custo médio m² - componente material - número-índice, sem desoneração da folha de pagamento",202511,novembro 2025
249,3,Unidade da Federação,30,Número-índice,1929.63,42,Santa Catarina,9332,"Custo médio m² - componente mão-de-obra - número-índice, sem desoneração da folha de pagamento",202511,novembro 2025
250,3,Unidade da Federação,2,%,1.05,42,Santa Catarina,9333,"Custo médio m² - variação percentual no mês, sem desoneração da folha de pagamento",202511,novembro 2025
251,3,Unidade da Federação,2,%,5.70,42,Santa Catarina,9334,"Custo médio m² - variação percentual no ano, sem desoneração da folha de pagamento",202511,novembro 2025
252,3,Unidade da Federação,2,%,5.77,42,Santa Catarina,9335,"Custo médio m² - variação percentual em doze meses, sem desoneração da folha de pagamento",202511,novembro 2025
253,3,Unidade da Federação,38,Reais,1994.87,43,Rio Grande do Sul,9327,"Custo médio m² - moeda corrente, sem desoneração da folha de pagamento",202511,novembro 2025
254,3,Unidade da Federação,38,Reais,1111.84,43,Rio Grande do Sul,9328,"Custo médio m² - componente material - moeda corrente, sem desoneração da folha de pagamento",202511,novembro 2025
255,3,Unidade da Federação,38,Reais,883.03,43,Rio Grande do Sul,9329,"Custo médio m² - componente mão-de-obra - moeda corrente, sem desoneração da folha de pagamento",202511,novembro 2025
256,3,Unidade da Federação,30,Número-índice,905.82,43,Rio Grande do Sul,9330,"Custo médio m² - número-índice, sem desoneração da folha de pagamento",202511,novembro 2025
257,3,Unidade da Federação,30,Número-índice,717.81,43,Rio Grande do Sul,9331,"Custo médio m² - componente material - número-índice, sem desoneração da folha de pagamento",202511,novembro 2025
258,3,Unidade da Federação,30,Número-índice,1429.46,43,Rio Grande do Sul,9332,"Custo médio m² - componente mão-de-obra - número-índice, sem desoneração da folha de pagamento",202511,novembro 2025
259,3,Unidade da Federação,2,%,0.11,43,Rio Grande do Sul,9333,"Custo médio m² - variação percentual no mês, sem desoneração da folha de pagamento",202511,novembro 2025
260,3,Unidade da Federação,2,%,5.29,43,Rio Grande do Sul,9334,"Custo médio m² - variação percentual no ano, sem desoneração da folha de pagamento",202511,novembro 2025
261,3,Unidade da Federação,2,%,5.58,43,Rio Grande do Sul,9335,"Custo médio m² - variação percentual em doze meses, sem desoneração da folha de pagamento",202511,novembro 2025
262,3,Unidade da Federação,38,Reais,1936.80,50,Mato Grosso do Sul,9327,"Custo médio m² - moeda corrente, sem desoneração da folha de pagamento",202511,novembro 2025
263,3,Unidade da Federação,38,Reais,1063.20,50,Mato Grosso do Sul,9328,"Custo médio m² - componente material - moeda corrente, sem desoneração da folha de pagamento",202511,novembro 2025
264,3,Unidade da Federação,38,Reais,873.60,50,Mato Grosso do Sul,9329,"Custo médio m² - componente mão-de-obra - moeda corrente, sem desoneração da folha de pagamento",202511,novembro 2025
265,3,Unidade da Federação,30,Número-índice,910.41,50,Mato Grosso do Sul,9330,"Custo médio m² - número-índice, sem desoneração da folha de pagamento",202511,novembro 2025
266,3,Unidade da Federação,30,Número-índice,735.59,50,Mato Grosso do Sul,9331,"Custo médio m² - componente material - número-índice, sem desoneração da folha de pagamento",202511,novembro 2025
267,3,Unidade da Federação,30,Número-índice,1344.25,50,Mato Grosso do Sul,9332,"Custo médio m² - componente mão-de-obra - número-índice, sem desoneração da folha de pagamento",202511,novembro 2025
268,3,Unidade da Federação,2,%,0.05,50,Mato Grosso do Sul,9333,"Custo médio m² - variação percentual no mês, sem desoneração da folha de pagamento",202511,novembro 2025
269,3,Unidade da Federação,2,%,4.85,50,Mato Grosso do Sul,9334,"Custo médio m² - variação percentual no ano, sem desoneração da folha de pagamento",202511,novembro 2025
270,3,Unidade da Federação,2,%,4.91,50,Mato Grosso do Sul,9335,"Custo médio m² - variação percentual em doze meses, sem desoneração da folha de pagamento",202511,novembro 2025
271,3,Unidade da Federação,38,Reais,2113.98,51,Mato Grosso,9327,"Custo médio m² - moeda corrente, sem desoneração da folha de pagamento",202511,novembro 2025
272,3,Unidade da Federação,38,Reais,1184.04,51,Mato Grosso,9328,"Custo médio m² - componente material - moeda corrente, sem desoneração da folha de pagamento",202511,novembro 2025
273,3,Unidade da Federação,38,Reais,929.94,51,Mato Grosso,9329,"Custo médio m² - componente mão-de-obra - moeda corrente, sem desoneração da folha de pagamento",202511,novembro 2025
274,3,Unidade da Federação,30,Número-índice,1206.31,51,Mato Grosso,9330,"Custo médio m² - número-índice, sem desoneração da folha de pagamento",202511,novembro 2025
275,3,Unidade da Federação,30,Número-índice,1035.43,51,Mato Grosso,9331,"Custo médio m² - componente material - número-índice, sem desoneração da folha de pagamento",202511,novembro 2025
276,3,Unidade da Federação,30,Número-índice,1593.36,51,Mato Grosso,9332,"Custo médio m² - componente mão-de-obra - número-índice, sem desoneração da folha de pagamento",202511,novembro 2025
277,3,Unidade da Federação,2,%,0.09,51,Mato Grosso,9333,"Custo médio m² - variação percentual no mês, sem desoneração da folha de pagamento",202511,novembro 2025
278,3,Unidade da Federação,2,%,7.80,51,Mato Grosso,9334,"Custo médio m² - variação percentual no ano, sem desoneração da folha de pagamento",202511,novembro 2025
279,3,Unidade da Federação,2,%,8.16,51,Mato Grosso,9335,"Custo médio m² - variação percentual em doze meses, sem desoneração da folha de pagamento",202511,novembro 2025
280,3,Unidade da Federação,38,Reais,1972.32,52,Goiás,9327,"Custo médio m² - moeda corrente, sem desoneração da folha de pagamento",202511,novembro 2025
281,3,Unidade da Federação,38,Reais,1070.71,52,Goiás,9328,"Custo médio m² - componente material - moeda corrente, sem desoneração da folha de pagamento",202511,novembro 2025
282,3,Unidade da Federação,38,Reais,901.61,52,Goiás,9329,"Custo médio m² - componente mão-de-obra - moeda corrente, sem desoneração da folha de pagamento",202511,novembro 2025
283,3,Unidade da Federação,30,Número-índice,1040.94,52,Goiás,9330,"Custo médio m² - número-índice, sem desoneração da folha de pagamento",202511,novembro 2025
284,3,Unidade da Federação,30,Número-índice,827.66,52,Goiás,9331,"Custo médio m² - componente material - número-índice, sem desoneração da folha de pagamento",202511,novembro 2025
285,3,Unidade da Federação,30,Número-índice,1637.55,52,Goiás,9332,"Custo médio m² - componente mão-de-obra - número-índice, sem desoneração da folha de pagamento",202511,novembro 2025
286,3,Unidade da Federação,2,%,0.32,52,Goiás,9333,"Custo médio m² - variação percentual no mês, sem desoneração da folha de pagamento",202511,novembro 2025
287,3,Unidade da Federação,2,%,5.27,52,Goiás,9334,"Custo médio m² - variação percentual no ano, sem desoneração da folha de pagamento",202511,novembro 2025
288,3,Unidade da Federação,2,%,5.65,52,Goiás,9335,"Custo médio m² - variação percentual em doze meses, sem desoneração da folha de pagamento",202511,novembro 2025
289,3,Unidade da Federação,38,Reais,2045.37,53,Distrito Federal,9327,"Custo médio m² - moeda corrente, sem desoneração da folha de pagamento",202511,novembro 2025
290,3,Unidade da Federação,38,Reais,1144.31,53,Distrito Federal,9328,"Custo médio m² - componente material - moeda corrente, sem desoneração da folha de pagamento",202511,novembro 2025
291,3,Unidade da Federação,38,Reais,901.06,53,Distrito Federal,9329,"Custo médio m² - componente mão-de-obra - moeda corrente, sem desoneração da folha de pagamento",202511,novembro 2025
292,3,Unidade da Federação,30,Número-índice,903.58,53,Distrito Federal,9330,"Custo médio m² - número-índice, sem desoneração da folha de pagamento",202511,novembro 2025
293,3,Unidade da Federação,30,Número-índice,759.12,53,Distrito Federal,9331,"Custo médio m² - componente material - número-índice, sem desoneração da folha de pagamento",202511,novembro 2025
294,3,Unidade da Federação,30,Número-índice,1265.35,53,Distrito Federal,9332,"Custo médio m² - componente mão-de-obra - número-índice, sem desoneração da folha de pagamento",202511,novembro 2025
295,3,Unidade da Federação,2,%,0.05,53,Distrito Federal,9333,"Custo médio m² - variação percentual no mês, sem desoneração da folha de pagamento",202511,novembro 2025
296,3,Unidade da Federação,2,%,5.41,53,Distrito Federal,9334,"Custo médio m² - variação percentual no ano, sem desoneração da folha de pagamento",202511,novembro 2025
297,3,Unidade da Federação,2,%,5.59,53,Distrito Federal,9335,"Custo médio m² - variação percentual em doze meses, sem desoneração da folha de pagamento",202511,novembro 2025
298,Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,"Brasil, Grande Região e Unidade da Federação (Código)","Brasil, Grande Região e Unidade da Federação",Variável (Código),Variável,Mês (Código),Mês
299,Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,"Brasil, Grande Região e Unidade da Federação (Código)","Brasil, Grande Região e Unidade da Federação",Variável (Código),Variável,Mês (Código),Mês
