,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N,D5C,D5N
0,Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil e Unidade da Federação (Código),Brasil e Unidade da Federação,Variável (Código),Variável,Trimestre (Código),Trimestre,Referência temporal (Código),Referência temporal,Procedência do couro (Código),Procedência do couro
36,1,Brasil,2,Percentual,-,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115233,No 1º mês,92567,Outras origens
37,1,Brasil,2,Percentual,100.00,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,119293,Total
38,1,Brasil,2,Percentual,85.92,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,92563,Matadouro frigorífico
39,1,Brasil,2,Percentual,5.63,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,92564,Matadouro municipal
40,1,Brasil,2,Percentual,22.54,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,92565,Intermediários (salgadores)
41,1,Brasil,2,Percentual,4.23,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,92566,Outros curtumes
42,1,Brasil,2,Percentual,-,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115234,No 2º mês,92567,Outras origens
43,1,Brasil,2,Percentual,100.00,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,119293,Total
44,1,Brasil,2,Percentual,85.92,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,92563,Matadouro frigorífico
45,1,Brasil,2,Percentual,5.63,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,92564,Matadouro municipal
46,1,Brasil,2,Percentual,22.54,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,92565,Intermediários (salgadores)
47,1,Brasil,2,Percentual,4.23,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,92566,Outros curtumes
48,1,Brasil,2,Percentual,-,1,Brasil,1000151,Número de informantes - percentual do total geral,202503,3º trimestre 2025,115235,No 3º mês,92567,Outras origens
49,1,Brasil,1020,Unidades,9171070,1,Brasil,622,Quantidade de couro cru inteiro de bovino adquirido para curtimento,202503,3º trimestre 2025,115236,Total do trimestre,119293,Total
50,1,Brasil,1020,Unidades,8250822,1,Brasil,622,Quantidade de couro cru inteiro de bovino adquirido para curtimento,202503,3º trimestre 2025,115236,Total do trimestre,92563,Matadouro frigorífico
51,1,Brasil,1020,Unidades,68368,1,Brasil,622,Quantidade de couro cru inteiro de bovino adquirido para curtimento,202503,3º trimestre 2025,115236,Total do trimestre,92564,Matadouro municipal
52,1,Brasil,1020,Unidades,456008,1,Brasil,622,Quantidade de couro cru inteiro de bovino adquirido para curtimento,202503,3º trimestre 2025,115236,Total do trimestre,92565,Intermediários (salgadores)
53,1,Brasil,1020,Unidades,395872,1,Brasil,622,Quantidade de couro cru inteiro de bovino adquirido para curtimento,202503,3º trimestre 2025,115236,Total do trimestre,92566,Outros curtumes
54,1,Brasil,1020,Unidades,-,1,Brasil,622,Quantidade de couro cru inteiro de bovino adquirido para curtimento,202503,3º trimestre 2025,115236,Total do trimestre,92567,Outras origens
55,1,Brasil,1020,Unidades,3104304,1,Brasil,622,Quantidade de couro cru inteiro de bovino adquirido para curtimento,202503,3º trimestre 2025,115233,No 1º mês,119293,Total
56,1,Brasil,1020,Unidades,2826665,1,Brasil,622,Quantidade de couro cru inteiro de bovino adquirido para curtimento,202503,3º trimestre 2025,115233,No 1º mês,92563,Matadouro frigorífico
57,1,Brasil,1020,Unidades,23290,1,Brasil,622,Quantidade de couro cru inteiro de bovino adquirido para curtimento,202503,3º trimestre 2025,115233,No 1º mês,92564,Matadouro municipal
58,1,Brasil,1020,Unidades,163208,1,Brasil,622,Quantidade de couro cru inteiro de bovino adquirido para curtimento,202503,3º trimestre 2025,115233,No 1º mês,92565,Intermediários (salgadores)
59,1,Brasil,1020,Unidades,91141,1,Brasil,622,Quantidade de couro cru inteiro de bovino adquirido para curtimento,202503,3º trimestre 2025,115233,No 1º mês,92566,Outros curtumes
60,1,Brasil,1020,Unidades,-,1,Brasil,622,Quantidade de couro cru inteiro de bovino adquirido para curtimento,202503,3º trimestre 2025,115233,No 1º mês,92567,Outras origens
61,1,Brasil,1020,Unidades,2948954,1,Brasil,622,Quantidade de couro cru inteiro de bovino adquirido para curtimento,202503,3º trimestre 2025,115234,No 2º mês,119293,Total
62,1,Brasil,1020,Unidades,2682865,1,Brasil,622,Quantidade de couro cru inteiro de bovino adquirido para curtimento,202503,3º trimestre 2025,115234,No 2º mês,92563,Matadouro frigorífico
63,1,Brasil,1020,Unidades,22040,1,Brasil,622,Quantidade de couro cru inteiro de bovino adquirido para curtimento,202503,3º trimestre 2025,115234,No 2º mês,92564,Matadouro municipal
64,1,Brasil,1020,Unidades,144037,1,Brasil,622,Quantidade de couro cru inteiro de bovino adquirido para curtimento,202503,3º trimestre 2025,115234,No 2º mês,92565,Intermediários (salgadores)
