,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
56,2,Grande Região,2,%,2.3,3,Sudeste,8746,"Coeficiente de variação - Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,99357,Conta própria
57,2,Grande Região,1550,Milhões de Reais,173781,3,Sudeste,8747,"Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido no trabalho principal",202503,3º trimestre 2025,99383,Total
58,2,Grande Região,1550,Milhões de Reais,119061,3,Sudeste,8747,"Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido no trabalho principal",202503,3º trimestre 2025,99163,Empregado
59,2,Grande Região,1550,Milhões de Reais,17203,3,Sudeste,8747,"Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido no trabalho principal",202503,3º trimestre 2025,99358,Empregador
60,2,Grande Região,1550,Milhões de Reais,37517,3,Sudeste,8747,"Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido no trabalho principal",202503,3º trimestre 2025,99357,Conta própria
61,2,Grande Região,2,%,1.5,3,Sudeste,8748,"Coeficiente de variação - Massa de Rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido no trabalho principal",202503,3º trimestre 2025,99383,Total
62,2,Grande Região,2,%,1.4,3,Sudeste,8748,"Coeficiente de variação - Massa de Rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido no trabalho principal",202503,3º trimestre 2025,99163,Empregado
63,2,Grande Região,2,%,6.6,3,Sudeste,8748,"Coeficiente de variação - Massa de Rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido no trabalho principal",202503,3º trimestre 2025,99358,Empregador
64,2,Grande Região,2,%,2.3,3,Sudeste,8748,"Coeficiente de variação - Massa de Rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido no trabalho principal",202503,3º trimestre 2025,99357,Conta própria
65,2,Grande Região,1550,Milhões de Reais,64225,4,Sul,8745,"Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,99383,Total
66,2,Grande Região,1550,Milhões de Reais,41035,4,Sul,8745,"Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,99163,Empregado
67,2,Grande Região,1550,Milhões de Reais,7778,4,Sul,8745,"Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,99358,Empregador
68,2,Grande Região,1550,Milhões de Reais,15413,4,Sul,8745,"Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,99357,Conta própria
