,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N
22,2,Grande Região,2,%,5.1,1,Norte,9217,"Variação percentual em relação ao mesmo trimestre do ano anterior - Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
23,2,Grande Região,1722,Ponto percentual,1028,1,Norte,9218,"Variação absoluta em relação ao mesmo trimestre do ano anterior - Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
24,2,Grande Região,1694,Nenhuma,Z,1,Norte,9221,"Situação da Variação em relação ao mesmo trimestre do ano anterior - Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
25,2,Grande Região,1550,Milhões de Reais,21216,1,Norte,6288,"Massa de rendimento mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
26,2,Grande Região,2,%,1.9,1,Norte,6289,"Coeficiente de variação - Massa de rendimento mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
27,2,Grande Região,2,%,-0.7,1,Norte,9222,"Variação percentual em relação ao trimestre anterior - Massa de rendimento mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
28,2,Grande Região,1722,Ponto percentual,-149,1,Norte,9223,"Variação absoluta em relação ao trimestre anterior - Massa de rendimento mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
29,2,Grande Região,1694,Nenhuma,A,1,Norte,9226,"Situação da Variação em relação ao trimestre anterior - Massa de rendimento mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
30,2,Grande Região,2,%,10.6,1,Norte,9227,"Variação percentual em relação ao mesmo trimestre do ano anterior - Massa de rendimento mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
31,2,Grande Região,1722,Ponto percentual,2029,1,Norte,9228,"Variação absoluta em relação ao mesmo trimestre do ano anterior - Massa de rendimento mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
32,2,Grande Região,1694,Nenhuma,Z,1,Norte,9231,"Situação da Variação em relação ao mesmo trimestre do ano anterior - Massa de rendimento mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
33,2,Grande Região,1550,Milhões de Reais,55902,2,Nordeste,6293,"Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
34,2,Grande Região,2,%,1.8,2,Nordeste,6294,"Coeficiente de variação - Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
35,2,Grande Região,2,%,2.0,2,Nordeste,9212,"Variação percentual em relação ao trimestre anterior - Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
36,2,Grande Região,1722,Ponto percentual,1076,2,Nordeste,9213,"Variação absoluta em relação ao trimestre anterior - Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
37,2,Grande Região,1694,Nenhuma,A,2,Nordeste,9216,"Situação da Variação em relação ao trimestre anterior - Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
38,2,Grande Região,2,%,8.0,2,Nordeste,9217,"Variação percentual em relação ao mesmo trimestre do ano anterior - Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
39,2,Grande Região,1722,Ponto percentual,4122,2,Nordeste,9218,"Variação absoluta em relação ao mesmo trimestre do ano anterior - Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
40,2,Grande Região,1694,Nenhuma,Z,2,Nordeste,9221,"Situação da Variação em relação ao mesmo trimestre do ano anterior - Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
41,2,Grande Região,1550,Milhões de Reais,55902,2,Nordeste,6288,"Massa de rendimento mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
42,2,Grande Região,2,%,1.8,2,Nordeste,6289,"Coeficiente de variação - Massa de rendimento mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
43,2,Grande Região,2,%,2.5,2,Nordeste,9222,"Variação percentual em relação ao trimestre anterior - Massa de rendimento mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
44,2,Grande Região,1722,Ponto percentual,1356,2,Nordeste,9223,"Variação absoluta em relação ao trimestre anterior - Massa de rendimento mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
45,2,Grande Região,1694,Nenhuma,A,2,Nordeste,9226,"Situação da Variação em relação ao trimestre anterior - Massa de rendimento mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
46,2,Grande Região,2,%,13.3,2,Nordeste,9227,"Variação percentual em relação ao mesmo trimestre do ano anterior - Massa de rendimento mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
47,2,Grande Região,1722,Ponto percentual,6547,2,Nordeste,9228,"Variação absoluta em relação ao mesmo trimestre do ano anterior - Massa de rendimento mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
48,2,Grande Região,1694,Nenhuma,Z,2,Nordeste,9231,"Situação da Variação em relação ao mesmo trimestre do ano anterior - Massa de rendimento mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
49,2,Grande Região,1550,Milhões de Reais,175984,3,Sudeste,6293,"Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
50,2,Grande Região,2,%,1.5,3,Sudeste,6294,"Coeficiente de variação - Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
51,2,Grande Região,2,%,-1.7,3,Sudeste,9212,"Variação percentual em relação ao trimestre anterior - Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
52,2,Grande Região,1722,Ponto percentual,-3101,3,Sudeste,9213,"Variação absoluta em relação ao trimestre anterior - Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
53,2,Grande Região,1694,Nenhuma,A,3,Sudeste,9216,"Situação da Variação em relação ao trimestre anterior - Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
54,2,Grande Região,2,%,3.0,3,Sudeste,9217,"Variação percentual em relação ao mesmo trimestre do ano anterior - Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
55,2,Grande Região,1722,Ponto percentual,5128,3,Sudeste,9218,"Variação absoluta em relação ao mesmo trimestre do ano anterior - Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
56,2,Grande Região,1694,Nenhuma,Z,3,Sudeste,9221,"Situação da Variação em relação ao mesmo trimestre do ano anterior - Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
57,2,Grande Região,1550,Milhões de Reais,175984,3,Sudeste,6288,"Massa de rendimento mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
58,2,Grande Região,2,%,1.5,3,Sudeste,6289,"Coeficiente de variação - Massa de rendimento mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
59,2,Grande Região,2,%,-1.0,3,Sudeste,9222,"Variação percentual em relação ao trimestre anterior - Massa de rendimento mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
60,2,Grande Região,1722,Ponto percentual,-1797,3,Sudeste,9223,"Variação absoluta em relação ao trimestre anterior - Massa de rendimento mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
61,2,Grande Região,1694,Nenhuma,A,3,Sudeste,9226,"Situação da Variação em relação ao trimestre anterior - Massa de rendimento mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
62,2,Grande Região,2,%,8.6,3,Sudeste,9227,"Variação percentual em relação ao mesmo trimestre do ano anterior - Massa de rendimento mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
63,2,Grande Região,1722,Ponto percentual,13911,3,Sudeste,9228,"Variação absoluta em relação ao mesmo trimestre do ano anterior - Massa de rendimento mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
64,2,Grande Região,1694,Nenhuma,Z,3,Sudeste,9231,"Situação da Variação em relação ao mesmo trimestre do ano anterior - Massa de rendimento mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
65,2,Grande Região,1550,Milhões de Reais,65844,4,Sul,6293,"Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
66,2,Grande Região,2,%,1.5,4,Sul,6294,"Coeficiente de variação - Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
67,2,Grande Região,2,%,4.0,4,Sul,9212,"Variação percentual em relação ao trimestre anterior - Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
68,2,Grande Região,1722,Ponto percentual,2552,4,Sul,9213,"Variação absoluta em relação ao trimestre anterior - Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
69,2,Grande Região,1694,Nenhuma,Z,4,Sul,9216,"Situação da Variação em relação ao trimestre anterior - Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
70,2,Grande Região,2,%,9.9,4,Sul,9217,"Variação percentual em relação ao mesmo trimestre do ano anterior - Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
71,2,Grande Região,1722,Ponto percentual,5925,4,Sul,9218,"Variação absoluta em relação ao mesmo trimestre do ano anterior - Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
72,2,Grande Região,1694,Nenhuma,Z,4,Sul,9221,"Situação da Variação em relação ao mesmo trimestre do ano anterior - Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
73,2,Grande Região,1550,Milhões de Reais,65844,4,Sul,6288,"Massa de rendimento mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
74,2,Grande Região,2,%,1.5,4,Sul,6289,"Coeficiente de variação - Massa de rendimento mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
75,2,Grande Região,2,%,4.5,4,Sul,9222,"Variação percentual em relação ao trimestre anterior - Massa de rendimento mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
76,2,Grande Região,1722,Ponto percentual,2863,4,Sul,9223,"Variação absoluta em relação ao trimestre anterior - Massa de rendimento mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
77,2,Grande Região,1694,Nenhuma,Z,4,Sul,9226,"Situação da Variação em relação ao trimestre anterior - Massa de rendimento mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
78,2,Grande Região,2,%,15.3,4,Sul,9227,"Variação percentual em relação ao mesmo trimestre do ano anterior - Massa de rendimento mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
79,2,Grande Região,1722,Ponto percentual,8713,4,Sul,9228,"Variação absoluta em relação ao mesmo trimestre do ano anterior - Massa de rendimento mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
80,2,Grande Região,1694,Nenhuma,Z,4,Sul,9231,"Situação da Variação em relação ao mesmo trimestre do ano anterior - Massa de rendimento mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
81,2,Grande Região,1550,Milhões de Reais,35619,5,Centro-Oeste,6293,"Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
82,2,Grande Região,2,%,2.3,5,Centro-Oeste,6294,"Coeficiente de variação - Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
83,2,Grande Região,2,%,3.0,5,Centro-Oeste,9212,"Variação percentual em relação ao trimestre anterior - Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
84,2,Grande Região,1722,Ponto percentual,1032,5,Centro-Oeste,9213,"Variação absoluta em relação ao trimestre anterior - Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
85,2,Grande Região,1694,Nenhuma,Z,5,Centro-Oeste,9216,"Situação da Variação em relação ao trimestre anterior - Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
86,2,Grande Região,2,%,7.0,5,Centro-Oeste,9217,"Variação percentual em relação ao mesmo trimestre do ano anterior - Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
87,2,Grande Região,1722,Ponto percentual,2321,5,Centro-Oeste,9218,"Variação absoluta em relação ao mesmo trimestre do ano anterior - Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
88,2,Grande Região,1694,Nenhuma,Z,5,Centro-Oeste,9221,"Situação da Variação em relação ao mesmo trimestre do ano anterior - Massa de rendimento mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
89,2,Grande Região,1550,Milhões de Reais,35619,5,Centro-Oeste,6288,"Massa de rendimento mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
90,2,Grande Região,2,%,2.3,5,Centro-Oeste,6289,"Coeficiente de variação - Massa de rendimento mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
91,2,Grande Região,2,%,3.2,5,Centro-Oeste,9222,"Variação percentual em relação ao trimestre anterior - Massa de rendimento mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
92,2,Grande Região,1722,Ponto percentual,1101,5,Centro-Oeste,9223,"Variação absoluta em relação ao trimestre anterior - Massa de rendimento mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
93,2,Grande Região,1694,Nenhuma,Z,5,Centro-Oeste,9226,"Situação da Variação em relação ao trimestre anterior - Massa de rendimento mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
94,2,Grande Região,2,%,12.1,5,Centro-Oeste,9227,"Variação percentual em relação ao mesmo trimestre do ano anterior - Massa de rendimento mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
95,2,Grande Região,1722,Ponto percentual,3852,5,Centro-Oeste,9228,"Variação absoluta em relação ao mesmo trimestre do ano anterior - Massa de rendimento mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
96,2,Grande Região,1694,Nenhuma,Z,5,Centro-Oeste,9231,"Situação da Variação em relação ao mesmo trimestre do ano anterior - Massa de rendimento mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
97,Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil e Grande Região (Código),Brasil e Grande Região,Variável (Código),Variável,Trimestre (Código),Trimestre
